I,J,K
580,2695,1085
5305,3939,2446
1933,4261,2460
1494,1333,59
76,73,1954
3256,324,1907
1756,3834,3989
5922,5929,1801
301,2623,379
548,376,2447
2798,3391,4437
2557,2613,3330
2198,3808,449
1110,237,971
4526,2310,1076
5284,104,103
1414,4392,4394
2079,4227,3769
5092,410,2830
1312,3798,2482
1721,2425,3758
638,1583,3784
1727,1181,2010
2231,2399,5402
506,5305,2446
2941,436,3720
1178,4980,561
4393,2232,4781
1781,154,1362
802,893,2200
2599,3360,2957
1937,1408,2387
2825,482,3198
867,153,1593
4684,2871,1041
3855,2405,1499
4178,1675,2755
2083,3643,1279
2798,2670,3391
5345,6564,6111
2234,1455,3013
892,3993,1898
4690,4492,4653
1950,2558,204
3176,2488,3145
3090,2324,3611
3098,1042,95
260,2098,646
6880,1501,3067
184,3701,1065
4294,2154,747
2968,3061,1970
3176,1131,2488
3027,2357,1911
1935,2814,461
2988,317,274
3673,433,939
3558,1459,2309
2515,4570,2468
1904,4430,2911
3715,1540,3753
2911,4428,1904
552,3121,2959
1647,5276,855
3196,4045,5078
205,51,599
398,2503,3434
2597,2422,2829
2506,1347,773
434,2998,31
2241,2232,3936
3157,2886,1640
3502,2117,2093
2573,4807,4128
636,78,79
251,909,957
1780,2569,1599
2346,1801,3768
4645,1677,2987
665,1137,1006
1351,1525,1013
5837,6382,6660
6705,6270,5235
4230,3045,4180
268,1059,3303
1132,4140,1622
4119,4943,5248
4650,1641,3400
4119,3269,1635
3215,2245,2250
638,980,1583
2471,2428,2276
5280,1008,314
2915,1429,3154
4264,2131,2724
630,382,3976
712,1069,905
1621,1244,5134
1247,3867,3142
2247,564,2124
6724,4926,5938
2572,2514,928
255,831,1448
3094,2617,2686
2341,767,2822
2644,3010,3901
4643,5091,3650
2755,4666,4178
4164,3362,386
803,3857,2274
5532,3634,4173
184,1880,5337
439,2022,2323
93,680,5622
3451,2643,3862
1144,3248,3149
4915,3079,835
3356,895,92
3043,5745,2048
3857,4720,2274
3051,4037,1714
847,4326,1479
3019,4390,2627
1363,1493,2551
882,4055,3629
3175,915,2462
2999,551,1386
2437,1441,2202
3180,2013,2243
1902,4886,5337
2770,1940,1505
1973,4182,4692
195,4437,2107
5735,3981,1395
3738,1109,946
4025,1422,4710
2989,753,2199
1978,3617,804
2644,2521,1631
5052,517,340
2249,479,1213
2228,3539,3465
6266,5517,5654
3961,29,842
1854,610,164
117,4133,248
3461,479,2811
4695,1061,1644
941,2384,2017
383,2314,2256
3718,4825,4577
2342,242,3333
3617,1978,2440
2591,2874,530
3543,74,2203
4305,4355,5939
4500,1296,4561
1012,252,1107
5727,5726,5056
1099,81,1915
2220,4666,2755
3566,3940,2875
2285,228,1401
3442,5076,3629
1378,5232,431
3867,153,4040
3214,3984,2737
53,54,2807
2682,2497,748
296,2148,3773
1238,3367,3518
2077,1186,1465
4295,841,3166
2098,1934,1425
3271,1360,2103
1392,1787,917
904,243,4326
1762,1692,1916
4607,3924,1591
5110,4923,3960
2405,3025,1499
1496,1555,299
4247,1006,3630
4016,4655,3323
1486,2717,3137
2430,4968,4906
4420,1199,1095
5255,2322,542
2430,763,4968
4918,722,1840
5225,3763,3564
636,3591,78
695,1193,1005
4128,3458,3563
1728,424,3864
1494,4678,1987
2118,2649,3647
3217,1875,651
2029,3173,2690
4949,2327,944
3566,3213,562
3761,86,198
1252,3755,4259
2025,50,218
1289,1126,3948
4104,3906,3370
3205,1474,4868
1342,1764,3772
3187,767,965
925,940,3316
4416,2016,3642
3482,2892,3959
1979,3120,521
2459,1052,4068
930,3575,3216
844,2501,843
194,269,1748
2171,846,2365
1905,858,72
2254,2505,190
5135,3452,6298
5466,3902,4947
4048,2286,705
4439,3199,30
1206,4031,1439
5277,520,2047
1438,386,648
2965,1559,2016
3670,4208,3741
459,1215,3399
1298,2793,3844
5390,189,1069
188,4601,1591
3323,4655,4608
2324,1641,3611
1122,2668,721
1374,3301,3350
1541,291,4914
2166,4989,735
4882,1251,5047
3961,842,1076
723,4358,513
2393,2585,1295
3462,4253,5090
3218,352,2603
3479,4661,2473
1396,2800,1970
1553,1818,530
1745,1146,3496
1663,209,1302
2034,3011,855
3534,3016,2382
4259,3404,4031
437,3242,3475
3888,3945,1986
3066,587,211
3118,3905,3977
2811,3308,3461
818,3037,2127
309,3988,4061
2140,1249,303
428,719,1072
419,4904,6216
5915,5976,5926
502,1193,937
2272,667,388
1857,779,713
1999,509,1372
2210,3335,1415
1927,2743,2130
3224,3672,4458
4671,3968,550
3536,3079,3080
1384,1115,44
1772,2950,2012
140,182,1779
2338,1303,1536
2098,1425,2910
2605,1950,3272
2539,2291,3015
320,3558,5030
2928,383,769
1963,4169,571
2030,3603,284
910,2998,434
4532,5260,5009
3586,761,2482
193,1604,1946
1783,661,4109
891,3306,1404
2784,1113,4772
2239,4374,3006
2828,1118,2810
3790,3266,3835
3673,3479,4317
3153,462,799
4787,1649,5155
1148,2499,87
2091,208,4054
2461,3747,1772
3569,937,1809
2723,1076,4550
5229,4412,700
2468,3778,1298
4123,1759,2965
1970,488,2043
2584,541,1131
2215,3995,5134
2889,4134,1469
1982,1512,4164
2712,730,3694
5559,5941,6347
1467,2179,3625
2700,2701,6622
505,896,1331
3893,2933,5693
4849,3228,2773
230,3209,466
1838,3595,575
4071,2474,1890
1168,849,1167
1177,2266,4085
3740,160,586
964,5992,2291
3709,1165,380
2745,2970,2357
3469,4500,4808
1356,956,3869
4980,4756,2513
5308,5022,4915
2170,1600,3178
1295,1152,345
1370,4590,257
418,736,5038
5073,3017,5406
1510,2251,4578
2542,449,4146
2044,2857,4065
1532,2165,2015
5368,5533,4451
1494,1842,1333
2838,3345,2839
2083,4583,3643
2292,1731,1353
3665,3666,634
2670,4948,2947
2713,2269,4781
1122,1081,2390
2342,4633,242
3956,4633,2342
2914,938,3295
1054,4683,2146
4478,2194,2340
1450,1303,2227
3091,179,3424
3936,2232,1002
5126,4204,2218
1701,2444,1683
2974,936,3449
2473,2665,1578
649,572,4563
3234,3856,4266
912,3482,3959
1531,2400,473
1827,3970,3054
443,3567,3775
783,2120,3477
986,144,3825
2174,3046,1191
4440,2858,1564
561,360,1513
184,5337,2687
4703,4416,1956
2235,903,515
987,4292,1914
900,3393,1204
1543,2621,2071
4721,1515,48
4191,1429,2915
3709,862,2038
2537,2244,616
2919,4152,4636
1326,3992,4142
3677,728,3438
4883,586,3039
979,4711,200
877,776,1036
3232,3798,3382
4678,3200,164
6594,6570,5621
3822,2579,2980
770,835,4318
5208,5048,585
3575,854,1562
3212,489,4150
1170,169,2073
1742,3893,1843
1453,4404,814
2531,1025,1571
2128,281,4403
216,1133,3748
186,3252,4170
2362,772,4710
1831,1940,1832
1789,2038,3513
3436,1558,1418
5192,3592,6107
3118,3425,2835
1103,987,3361
1390,310,253
3377,124,678
1126,1289,523
2003,3830,4810
1534,3850,2783
1172,3206,4369
2185,988,1235
3871,6003,3420
4172,961,4139
1632,532,1684
732,110,1373
4914,288,2458
1627,2350,3366
3687,5679,2361
1549,614,1705
3832,1758,3200
2630,297,2469
2762,2000,1403
912,94,3481
3061,2504,487
1814,1375,871
3078,77,623
2202,4479,2437
4416,4123,2016
3358,3167,3126
429,1582,1746
2577,4721,1910
3840,524,4055
1669,3637,4825
491,1230,1739
3788,2523,4371
289,2505,1134
2949,1215,459
1528,4014,4467
3371,4822,2747
1313,333,4399
4245,197,4795
2360,3691,5369
3600,1336,3133
2798,4948,2670
4914,1371,731
3511,6433,6407
1239,2624,879
3904,5644,938
1373,460,732
1552,1639,1900
334,2427,3362
998,997,76
307,2481,876
4638,1588,4102
4062,4738,4234
3606,2751,500
199,1147,198
5085,2926,3086
3325,851,1148
3668,3127,3245
1456,3967,5248
2338,1536,1123
4492,4690,1559
200,1777,3564
4540,4512,2842
970,3960,4923
5151,735,4989
1881,1892,2953
1494,59,4678
1578,2902,2893
5165,768,2516
5950,4020,6747
1305,2974,4404
5423,3395,537
788,2714,3739
3990,3453,1033
572,1032,566
1798,3220,3655
1470,672,214
947,1490,1883
4168,2145,2228
402,3921,1445
3856,555,3265
1977,1336,3783
3508,3596,3882
433,4317,2064
1762,1916,2626
761,5660,1444
4259,2133,1383
2793,1325,3844
2715,3845,197
1316,4790,1961
1671,1119,3286
2618,978,2356
2747,2477,1415
2504,2350,1447
3668,802,1788
4548,3536,5364
2771,2116,1842
2295,846,1198
862,3513,2038
1776,2229,670
1123,265,2365
2511,3241,1757
839,172,168
5343,3395,363
3022,2532,4203
772,298,4710
244,1708,3333
4219,940,928
3079,4318,835
2639,3249,468
2014,4837,4534
957,909,908
604,4248,3952
4044,3530,4330
5355,2345,3211
513,484,723
2596,4134,3321
3535,942,5194
5228,2963,615
3765,707,107
4152,2860,4066
118,2140,2032
2002,991,465
3702,3384,2230
4788,227,2125
3093,3004,185
2712,4638,730
929,252,2646
520,1210,1327
3515,5872,5140
2258,2279,205
3729,3529,2683
1937,2801,4724
383,2928,2192
3240,2867,1300
1074,2958,2097
5070,3589,2945
4137,5265,4972
463,3272,204
824,4660,3834
3617,1686,3586
4737,1562,854
1001,4393,4781
513,488,487
6695,5911,5114
3377,2616,396
1264,3584,4418
1240,4392,1414
42,2506,773
1661,2215,1106
1575,645,2271
210,209,2956
1257,1780,1660
2136,2775,413
1825,4633,852
3678,6124,6768
2939,1415,2332
1899,3300,3297
1907,3574,4093
2680,4162,2697
5350,3039,896
3937,173,1386
1144,3149,757
4915,5022,3080
3760,1824,1327
513,4513,3812
3776,95,1343
1227,1712,1187
3398,3213,1851
1080,2702,614
1759,1604,3480
732,1996,110
2186,1908,4334
4062,1581,2858
4499,4502,4497
2577,2290,1745
4292,3534,1914
4877,943,1923
2737,3216,654
169,3379,2073
2807,54,3087
2632,5348,3074
4977,1358,3319
618,1966,4179
3812,755,5074
4350,1149,2373
1179,881,1794
2739,550,3968
3867,1247,3255
757,4655,1144
2534,4104,3370
3007,4754,4790
2046,1058,1487
5089,2906,2774
5645,2383,1349
3728,2137,4256
3380,949,1972
4871,151,3174
1911,687,1820
693,2009,2923
5070,2945,1427
808,3850,1906
3413,1654,1962
1109,3738,920
2617,337,1059
1775,394,1598
651,1871,1775
4382,2606,1427
2582,3403,2619
4473,1942,4419
3042,649,1379
3544,3064,1367
2805,823,1162
5324,1539,3781
279,1674,4178
2749,2764,1817
1099,564,3555
225,2051,104
3952,32,3456
1622,2284,1495
4159,3548,3614
372,3354,1572
1365,3280,2347
643,1008,5280
239,890,1526
3845,1192,2812
176,3643,2815
3761,116,444
1069,189,4552
4528,3912,4525
3750,4705,1530
868,505,1331
3593,2253,2005
3893,1939,2933
1571,20,2531
3143,3530,88
2161,679,531
1796,152,1637
3107,1113,2784
1960,1725,74
491,4932,4027
5118,3647,2649
772,108,4434
703,464,3191
539,2484,4411
1888,2368,1855
3850,4070,2783
3867,3255,4112
230,2445,3209
217,3162,694
1362,3385,1975
5957,5271,6441
213,1909,1471
1891,3545,4125
2245,3863,1152
1532,2668,2400
3008,2420,2486
2380,1689,477
3434,2531,642
625,993,1621
2823,4917,3114
243,1479,4326
4006,6880,6927
5958,4782,5959
3671,3233,1121
2811,479,2153
3058,1594,928
1780,1257,4114
5176,4425,5381
2890,4287,1369
1231,1729,4424
2376,3000,4125
1582,429,1218
1113,4702,4642
4121,1766,1188
3924,3046,3443
1814,337,4009
1485,3331,5194
4119,3011,3269
410,1585,2395
1458,2831,870
1981,3551,3328
964,6264,3158
370,1248,1481
1993,3346,4844
2802,3045,1644
3321,4134,3356
3657,2575,349
2182,5671,2181
3952,4212,604
1833,1198,1110
3098,2925,963
2161,5017,2031
1393,1947,3646
4949,4581,2327
3729,2683,4456
3412,1760,4891
3292,1065,5463
1182,2164,1194
3657,349,348
1680,2941,44
172,2292,1353
3453,3935,2167
4790,3289,864
4698,741,4293
4068,2502,407
1382,1619,1918
110,1996,1724
2398,774,384
3301,5668,1239
2072,2096,1651
1704,766,2703
280,1399,1548
1008,379,2623
3034,1909,3089
1240,4391,4229
1844,3326,1706
3016,3534,2290
2054,2449,2372
2451,3589,5070
763,3706,3560
4523,2029,3170
1969,4375,1500
5342,1481,3580
1664,1557,2216
1824,5359,3711
2943,1604,1759
3992,2709,202
1117,3722,3615
1425,3898,2910
4259,3755,3404
121,1519,2549
566,785,1573
4510,1503,3012
1198,1292,2295
1797,2256,1067
1833,1834,1292
504,2986,2748
154,1248,370
68,4210,1790
60,1334,901
3911,1226,1016
173,3937,3330
4795,3845,2812
3555,564,2247
3267,109,576
2932,921,1547
4392,1240,4229
398,593,3075
724,2690,2689
612,2097,1135
741,2416,521
4512,1498,2842
1255,2185,143
2863,3419,399
344,1545,1212
3745,5032,3979
1245,1259,1853
5023,2420,3008
3979,770,3745
173,3330,389
4239,1016,376
3046,1560,1191
2582,4399,333
4094,2081,899
1141,1308,471
1824,3711,1478
494,1922,584
4579,4580,1672
914,687,3048
1720,805,1241
46,3962,4354
2421,1587,5288
678,124,1314
2739,3968,1707
1584,2679,3631
3831,364,2585
4521,4956,1905
4073,3312,1701
1567,4793,3007
1482,368,1855
1356,3869,3717
3183,2120,2968
5904,2953,5703
4064,2364,2764
6428,6034,4157
3026,688,6222
3065,4023,2466
5726,5727,2760
1440,1451,1991
1051,347,2805
1605,3791,248
2739,2333,4098
1792,2073,4372
1895,280,3926
1701,3312,2444
4775,1282,5301
1639,869,1525
281,3669,2429
756,1679,1132
40,2082,3503
5249,1803,2173
4873,1607,1896
1079,3057,1197
2876,546,3406
2148,4516,441
2176,2465,4400
80,1866,3100
1870,3473,723
3981,5166,3423
2617,3094,337
4776,3766,2060
190,603,1968
3617,3586,3735
1660,4989,3757
3941,1692,3558
5134,1244,2534
4472,5346,5819
2814,1123,1536
3989,3834,1105
2067,1982,4164
359,3505,4044
4365,2325,3955
3744,4323,3743
1414,4394,1419
1567,3528,3227
2759,2511,1757
1730,4261,1274
1807,2780,2509
2598,1942,3873
1171,4429,3973
275,3352,4463
1506,2831,1458
148,149,4224
1641,4648,3928
1546,1409,2089
1304,1928,5536
843,3625,3275
1184,1857,3439
3636,30,1399
3302,1060,2584
3447,2634,3829
4760,4966,3585
2686,1524,3136
585,4345,6668
901,5117,686
2978,2547,4205
1197,3057,2794
1541,4914,731
3539,4349,1495
1831,4594,718
1491,338,1913
2348,111,2121
4920,5063,3111
1837,976,267
683,4225,1042
1926,4752,3560
1038,1524,3997
1485,2406,3331
341,3323,4608
1324,285,1083
5713,4150,489
642,20,2563
2801,1667,2782
539,4428,3273
584,2576,494
2158,79,2211
1121,87,2499
3698,5150,2560
657,2460,606
4023,3065,3223
2316,4588,2294
4224,2408,148
1851,3108,2392
1570,1020,950
859,4660,2035
258,329,2491
4906,4117,595
3766,3058,928
1398,3731,1195
2233,3416,4933
2567,3619,2371
3624,4825,3637
444,2786,3761
5043,2013,3488
2917,1017,3048
3548,4159,803
2544,3260,2434
56,5232,1991
4181,3552,4960
494,3442,4055
2189,3242,1497
5026,3664,5053
3565,1948,761
1308,1141,3750
3981,5735,5713
1188,693,2923
2687,4116,184
1008,2623,1041
1853,627,2169
4100,5581,222
3261,3260,2344
2220,2755,4156
1670,5243,1482
5295,1750,4196
4866,4349,2145
2017,2384,748
125,2553,3360
2235,515,3743
1584,819,3082
2852,3037,736
168,1376,1426
4418,2371,3461
5069,3283,4529
3963,5324,555
4200,4166,2992
402,1723,3921
2136,5759,2775
330,4238,4820
4400,3877,2449
208,2091,269
1084,358,467
3976,382,1277
432,3889,1146
699,5144,332
3866,1491,1852
880,2588,533
4858,3266,1205
5695,2507,2464
2640,3526,2198
1948,1207,1782
681,350,4026
2999,3692,551
1737,4454,3672
343,1217,4729
5207,1383,4901
4232,1281,5567
1996,495,1724
3392,690,1869
3862,2852,1989
1604,1389,3480
1913,338,217
2458,681,4026
847,3288,2866
2415,5637,4082
2227,846,2295
826,587,3066
709,2762,1403
2697,4162,1884
2350,481,1447
5211,2898,3085
1091,2597,2829
5325,5315,1823
2272,2492,2339
1859,432,3024
143,2121,1255
1290,3103,2603
2794,2568,1739
3659,668,1571
2261,1489,4182
3138,4728,832
2872,1212,2556
67,1222,1504
526,765,2725
3205,4783,1474
4031,3404,3214
2157,2836,999
5810,5973,4503
4594,97,4850
5074,755,4119
1090,873,983
1198,1833,1292
2025,4682,2901
414,3677,1057
497,1903,654
4392,3424,4394
1702,4637,3605
3591,3345,2838
242,2678,334
1179,1794,1556
3064,3000,2376
3731,2116,2833
372,1572,1947
1861,1744,4359
3142,1941,3143
1220,1952,2785
3478,4309,4547
1594,1951,2572
3913,1915,3886
4732,4505,4719
875,1428,353
2774,1054,3820
65,2269,2713
4752,4117,4906
2902,1578,3697
4356,403,1024
2029,436,3170
4783,419,4441
2460,401,606
1917,3044,1009
153,3867,4112
392,916,3640
2020,3137,1276
5348,3363,738
1756,3989,3994
2843,4067,3726
888,495,2456
955,273,2191
99,4616,3492
1372,2673,2672
3986,5063,4920
274,2664,2988
189,4102,1588
100,764,50
2445,845,3209
71,648,2745
1345,1114,1257
1239,3350,3301
2211,2447,376
3065,3573,3236
3294,159,2287
434,31,2039
2939,2126,4065
2134,4732,5210
4395,36,284
5622,680,1438
1056,483,471
3232,2273,146
827,1966,229
697,3890,4089
1626,2146,4683
622,1602,180
4155,3868,5099
3006,4366,2239
3956,852,4633
2256,2163,1067
4700,1341,1765
729,2258,3704
367,4197,4326
2267,183,1942
363,1743,5343
3803,4079,2195
2370,1926,2481
1383,5207,4259
3637,1669,2087
2418,696,1920
3133,1770,3600
1039,3315,1998
2932,911,4166
1567,23,4793
1149,4350,735
2054,3640,2449
3217,2468,1298
2987,2986,4645
4952,1769,1655
5717,4043,489
697,641,3207
116,3983,3608
4757,593,167
259,589,1598
2875,813,3402
4917,2823,913
2577,2846,4721
4682,2025,1442
1328,388,667
3725,2101,1728
5418,5182,1480
3246,2493,2472
850,4185,152
5323,484,5237
2916,3148,2370
176,111,2059
2354,1120,2081
1527,976,2330
1491,3866,3599
1923,5726,2760
3744,515,4523
2148,296,297
268,3303,3938
1917,2849,191
199,3699,3983
2640,2759,1757
1974,4586,1726
237,2912,1920
2420,3441,792
1320,2957,879
1571,668,623
2646,5730,2645
1423,258,350
705,1222,3277
3255,2433,679
2153,3769,2811
1517,4173,3634
5017,1321,942
2248,1563,571
2715,365,1795
2160,1356,1068
4488,4065,2126
3867,4040,3142
150,4418,19
671,144,985
1518,1829,1064
2177,2891,3966
1294,1707,3485
1683,681,1490
309,1873,874
612,353,1405
2389,3304,868
3775,4200,443
2068,3483,5092
1430,5248,4943
3672,3224,3706
220,3367,4466
4388,890,4363
2518,3854,3242
1556,416,950
1739,187,2799
1857,4623,1858
3994,857,1053
116,3761,3983
4300,948,54
2031,2903,1518
3971,3703,4154
3041,158,1732
5163,4220,4988
3497,4238,3241
1210,520,2684
4327,2466,2814
2438,400,995
4294,4642,4745
6320,6277,6701
66,2217,578
2902,1711,3800
4736,2976,3469
1427,3103,3730
1036,4665,1654
1804,192,2173
3464,469,2786
4590,2795,3789
943,2104,456
1252,1923,2339
4313,948,4300
1344,2628,3846
4327,3573,2466
1498,4514,1990
233,1173,1435
561,1513,1178
378,4099,1294
1114,1204,3393
2923,2009,2167
805,2857,1241
1703,4542,1258
1899,4652,4198
2382,3016,3361
3216,2737,3755
2508,3438,4607
446,1489,2261
2152,3939,4953
1683,2444,1423
3843,1833,971
2585,1291,5190
1525,2493,1900
1610,605,3774
1948,1782,1312
2762,1371,2409
1794,884,1556
3834,1756,824
2707,1368,3476
1486,1709,2717
5582,2821,4826
3088,2378,1691
460,1373,760
2792,2138,5094
2849,895,2144
3016,2290,1910
288,4914,291
4145,3605,3369
2545,302,4043
1695,392,3333
516,311,325
1700,683,1620
621,5013,3820
4555,2199,3354
4933,2157,2233
2261,1973,743
2114,5216,3859
1400,2909,775
726,1575,1468
3449,3302,3993
3158,5632,5608
1896,2130,3126
1469,4961,1561
2185,2946,143
2092,2860,4556
1284,4537,1816
3587,2251,3187
706,1697,3101
1167,849,3171
227,5587,1968
1415,4065,2857
972,4621,3053
4995,45,659
5320,2046,1487
3426,329,3570
2797,1266,2010
5650,5651,5721
1748,1615,194
232,3135,845
5124,1101,1826
3137,2020,2244
3004,3093,4139
1441,3441,2817
2702,1369,765
329,4224,149
2161,3283,5069
3385,1621,1975
3595,734,575
3413,877,1654
1367,1530,3389
2967,4623,1977
3565,1716,1948
751,1946,1604
456,3716,1420
3451,1403,2000
1142,3917,3623
1055,1540,2882
2239,4366,2240
3913,3886,3346
2640,449,452
928,940,3766
465,464,703
6094,6023,4996
1817,1717,4429
3955,4533,4528
1577,2141,3081
3171,849,3696
1008,3401,314
286,225,2162
1847,1301,5007
1522,1835,2912
208,269,4122
1795,1784,3315
3019,3977,4390
4139,961,417
5151,1391,3705
204,130,2991
2783,1455,24
790,4591,2977
695,4346,4788
3755,2737,3984
3203,5598,3204
4962,2905,3737
2851,2288,677
5627,4830,5963
906,1528,157
2459,4068,3092
2247,2299,3140
4615,4746,3172
4121,4668,2015
4660,2070,1105
2968,2203,1255
3798,1312,3382
4133,3502,2093
2511,5219,3384
1645,1309,2402
1439,497,1585
782,2893,789
4100,222,1080
3590,2143,1486
1502,5001,1805
1600,527,5117
502,3177,2525
301,1834,3843
2376,1530,3064
4836,4764,3445
4249,1402,1387
4954,1673,2411
3571,5372,1751
1593,4112,510
4563,1803,649
2852,2127,3037
504,2748,704
86,469,960
462,4188,799
3078,1186,2077
3375,3750,1141
675,3608,3983
5426,4163,2308
716,890,4367
388,3466,2492
1361,1579,5232
696,3843,971
2873,3356,3601
3793,4282,3908
484,615,2693
809,2683,3529
3214,1903,4031
2748,4544,704
5228,3812,2742
2782,3077,159
5698,3159,4976
4891,1704,2765
1172,4369,1500
2819,2818,3237
5055,5494,5421
1368,1397,1610
307,2658,2481
2880,2648,4746
73,2639,2628
2169,3483,3161
1615,2356,978
5018,2773,2470
2073,3597,574
2870,4262,1749
1299,3773,2148
302,5155,1649
232,3034,3135
95,2925,3098
479,2249,2153
385,1521,671
1729,1665,4424
652,34,2249
2028,4883,1431
159,3077,2287
480,2441,3474
2985,4439,980
2725,2877,526
847,367,4326
194,2423,269
4460,5153,996
4484,1372,509
2474,1043,607
1994,3913,3346
988,2185,1592
3563,2573,4128
258,4026,350
3815,4391,1451
3993,1131,1898
540,2570,2002
1120,2354,4075
2504,1447,487
3748,1037,72
2947,264,3391
999,2233,2157
1091,563,644
3508,1139,3596
2265,776,128
1144,1355,3248
3835,3266,1601
1813,2682,725
4176,4588,2377
2835,3338,1825
1642,4016,3427
3153,4705,3750
2804,4346,695
4779,5211,1133
498,3907,1464
726,1468,84
3848,2312,1859
2162,801,982
4010,1098,1814
1082,2999,3102
634,5230,3665
1506,3801,2831
209,3598,4097
155,4140,1679
498,3002,1988
2023,2225,4711
1361,3031,4371
4327,1536,1303
5080,2410,4435
241,2931,1254
727,162,4028
835,4268,4915
1744,1385,3353
426,4026,959
6289,5553,6383
2535,1120,1216
4613,3652,4184
5007,34,1007
4877,470,2722
4645,504,1806
2480,3883,4461
3888,3742,3945
751,253,310
752,572,3271
4038,4918,4372
154,370,1938
3437,882,3762
3737,63,2996
943,667,2272
1658,1702,4674
2570,3660,991
4977,3429,1358
3253,3476,1368
3014,3516,2826
2950,4254,2386
1289,3948,116
409,408,4482
723,990,4511
528,632,633
2952,2463,5261
3931,3494,1519
4122,269,2423
3384,5287,3343
1139,847,2866
4452,3846,468
4542,3311,1258
5742,5072,3295
1870,2236,1497
628,139,2974
1761,886,458
3610,3009,692
3770,267,2082
3001,1784,3186
3412,369,5095
3102,1386,173
277,2982,5170
4626,1529,4648
2776,1534,2783
6433,5729,6105
3603,2030,746
443,4200,2992
3774,2287,3594
3543,2968,2800
1458,2590,1506
2453,3671,385
973,1212,1952
151,2205,3174
1587,1783,5288
3108,1851,3374
4720,5191,5540
4300,54,4677
4268,867,4548
2482,3735,3586
3242,3854,2937
1386,4013,3937
3119,3547,4858
2074,5755,3963
1788,3222,2280
4358,2053,3951
3140,4255,5317
3187,3758,2425
3178,2655,2170
1253,1078,3653
4287,3829,2354
3166,4675,3309
500,321,3389
4184,3652,238
3722,298,390
244,3118,1708
3453,1032,1033
1394,155,2641
4616,4149,5587
2429,2422,281
5764,4844,2775
4254,4939,5002
1943,1809,2125
3990,1033,3547
2607,1981,3328
3157,4724,2801
1875,4061,2763
3794,891,5121
500,2242,4705
1632,1765,1542
3751,554,989
1906,1534,1650
1232,299,875
1254,2931,3472
4795,2812,1272
2897,2435,3707
851,3325,1521
2426,547,1431
2403,3503,389
4695,1644,4694
3384,1315,3497
382,630,3028
3227,3873,1567
1896,5536,1928
1162,862,2805
323,414,1057
3208,3874,3418
4873,1896,4353
714,1049,4045
2075,1042,3098
2284,1622,1537
5092,3244,427
451,2862,92
3824,1732,839
5727,592,470
2089,2201,1546
945,2964,905
2073,574,4038
707,708,107
3597,2073,3379
418,2834,4910
6690,6651,5972
1321,2470,1407
4277,2076,2517
341,3427,4016
1200,1790,1457
5355,584,2345
1607,4873,1430
2870,1358,3429
50,2025,57
2615,2362,1389
3118,244,115
4677,54,4653
3753,424,3715
3575,1562,654
4196,4890,5295
1562,497,654
2873,2596,3321
2610,2598,647
3043,412,413
3695,2501,844
3795,2042,3780
1517,1518,4173
2946,2185,1235
4585,4773,1363
117,248,2840
5014,2149,3190
224,3365,4329
2441,610,611
4259,5207,1252
2937,1778,2066
3299,3432,2592
4290,2517,1225
3327,1095,161
3593,4547,4309
2848,4604,4295
4364,2180,2934
3237,164,2819
1117,2092,3722
159,3294,2886
2292,839,1732
615,898,2693
2825,3630,482
1012,5730,2646
2534,1244,4104
3759,1219,1792
1406,2710,1010
698,816,4779
2328,3742,3888
4661,260,1949
148,2408,2834
1755,2026,1314
2930,3418,3874
6383,5954,6057
1088,3314,3024
2447,1311,548
5295,147,3416
3108,3374,1693
1825,596,2763
2483,4885,4828
2066,990,2937
3961,2723,2506
1286,2655,882
149,2491,329
1979,1677,1806
2068,3161,3483
3345,1226,3911
118,1255,2203
3888,1511,1882
3926,1306,2487
2896,1162,2033
3206,771,2435
301,3843,696
1457,1790,4210
1234,330,3251
171,3314,1088
2919,4145,2311
199,3983,1147
3940,1693,3374
3681,3546,5684
2087,3587,3107
1789,223,2038
2419,936,139
1659,226,3908
1346,2294,4588
3106,3527,4702
3490,4521,1545
2655,3178,3762
784,783,1972
1810,2596,939
3628,4933,2313
5657,5279,4975
2253,609,2077
299,1428,875
106,1606,2384
677,1675,1962
2968,1255,4587
1449,1986,2186
819,1584,322
40,5330,620
3924,135,3046
1245,1853,1931
5597,2335,6862
4953,4034,2152
1330,2093,4629
4968,4752,4906
1504,1222,4760
753,2989,2527
1695,916,392
2780,4248,1589
2876,1662,546
3096,1445,3921
132,771,5179
1422,4025,1187
3507,408,2045
619,3528,1316
3956,2342,1708
1674,1000,3413
3980,1685,3823
1424,2973,2669
2141,1075,1487
2004,553,1031
1992,451,3044
442,2713,4986
1680,44,270
2620,5185,2266
4421,2391,2594
2870,1839,4262
1329,3824,2226
1619,1618,2418
1860,4485,450
2974,1305,628
3286,1119,1446
2840,1331,3662
1607,1478,3711
4187,3654,3281
1782,3583,2879
6486,5622,6797
3763,5225,2236
3823,2124,1951
1765,1341,1542
5228,639,1886
3111,1022,3613
1371,4914,2409
2354,2455,4075
1875,3217,4061
4652,1228,240
4402,3319,5361
5145,378,2889
1381,3317,3258
2103,4777,3271
572,649,3042
5274,5331,4048
2977,1858,4623
1674,3413,1675
2107,1821,815
4725,377,2388
4400,2449,3640
3744,3170,3292
2221,2220,4659
1042,2075,1596
2254,3348,2505
3154,1429,60
297,3910,2683
2387,2707,4718
1448,1651,2096
3025,3855,303
2397,1044,2642
