I,J,K
1272,4245,4795
924,2565,2790
2122,2114,3859
1427,2945,3996
336,2384,941
5094,2857,820
650,710,3234
2520,1340,580
2219,2334,791
3590,2827,3805
574,41,3797
761,3586,5660
4759,2184,1640
4692,4546,1973
4207,1824,1430
2095,1409,2473
1210,830,1327
730,905,2964
460,1426,1996
5644,2509,5757
1072,1537,4140
293,2859,282
4990,5152,136
295,348,349
3155,4783,4441
4470,157,1528
1326,3509,2709
401,1663,1337
2414,2191,5293
1872,235,1238
2406,621,2519
3004,577,185
3038,946,1689
2667,2305,1278
1514,2321,3401
3908,4282,1785
584,2057,796
3547,1033,752
3985,346,919
2440,4002,3617
1584,3631,2738
164,391,4678
3601,3356,2862
864,1961,4790
2406,1485,2632
4850,2329,1134
1198,1108,1110
2911,1875,351
661,2284,4871
1069,4552,4221
1673,225,286
4527,2985,980
3241,3384,3497
1707,4099,2739
777,1175,2388
4618,951,3949
4740,4015,196
1505,4874,2770
979,2236,1897
1668,1759,605
1046,966,1322
4186,5165,2516
1354,2740,3166
1936,4866,927
617,220,4466
5223,2569,5124
2341,4249,1387
1942,4828,2267
2671,443,2992
3627,862,380
2243,215,3180
174,814,2974
2384,76,997
4299,1912,4635
4261,2234,1274
3824,3041,1732
882,1887,1286
4277,2517,4290
1842,3047,3394
1894,3453,2167
4317,433,3673
3024,170,1859
1318,3075,538
2276,233,2471
1190,2026,1755
1364,4248,2780
349,5355,3211
3598,2449,3754
1994,3346,1993
2760,5727,470
1245,1931,2635
2387,4718,1667
6495,6344,798
5815,2758,4611
689,719,5095
3983,3761,1147
3826,5342,2554
1090,1620,873
3257,4693,4796
4079,3803,303
1393,560,372
2427,743,1973
3169,1772,3363
690,1463,212
4912,1294,3485
5961,5792,5826
1614,2495,1573
2305,1947,1278
3570,1980,608
3991,2987,1677
1491,2449,3877
5157,5004,242
1348,1347,2723
1354,3309,808
1531,2165,1532
3401,2321,314
2012,3150,738
2036,4276,1219
289,1134,2329
5362,1138,5335
73,76,2854
4085,4222,1177
3967,3812,5074
738,3150,5348
3536,867,1593
4789,6378,5282
2965,3480,1559
378,1953,2889
1008,3129,3401
2055,1199,4420
1079,2543,3057
1403,339,709
240,241,4198
2692,690,783
455,4615,4695
4647,2748,2986
4655,757,4608
2090,2852,556
485,1301,1847
2230,2052,3702
404,659,1309
4409,2735,3450
3243,3314,171
2008,1103,3361
2696,799,4188
3591,2838,1437
3979,5032,2156
5027,6134,579
3324,850,152
3045,1326,4142
4874,4767,1609
565,2998,910
5556,5403,5724
4395,3603,2636
3270,524,3840
5390,1069,712
3632,1646,4234
975,1082,977
2978,2980,644
1562,1585,497
1216,1120,4075
1148,87,2431
3389,2242,500
759,3052,963
2191,2414,481
830,1216,261
3085,4173,3748
865,3472,1774
4977,3319,4402
1742,5596,1750
2527,1840,722
412,1951,2887
2923,1189,1188
1459,2550,2302
78,1311,2447
3004,4139,2593
2504,3366,2350
1987,4678,391
2613,389,3330
3829,234,4285
2244,3005,2462
4370,3788,4371
3069,3005,720
4114,1257,1114
1135,2097,807
1806,4620,3120
2720,2550,1762
196,446,4127
1163,594,3022
3481,3482,912
190,289,603
651,1875,2911
3590,1486,915
2528,3487,2812
781,3083,65
3417,780,4635
1338,1747,3705
926,2551,3112
4879,1893,5387
3871,52,1128
3048,687,2917
373,1097,4664
1718,4001,4179
4668,4121,1189
1224,384,478
661,1783,1495
63,3737,3775
1547,921,3163
4325,3599,3598
1990,827,229
880,2898,510
1865,2448,405
2213,81,1099
3297,1712,3929
1428,800,3588
2900,2509,2780
4891,3145,1704
5361,1070,4465
3302,2584,3993
3567,1475,1156
2146,3820,1054
4188,3165,2696
1372,2817,1982
1292,1834,379
1561,4961,2596
138,1253,137
1831,1832,4594
2797,1181,3030
1224,2398,384
1719,1475,4763
3928,4673,1229
2056,4279,254
2680,2697,2681
3296,1532,2015
426,959,2281
3693,2591,1611
5689,4976,3159
2169,1439,3483
4794,675,2195
2570,991,2002
2413,51,2839
1879,430,2297
3296,2668,1532
639,4277,1020
1793,5057,5205
3369,1671,1529
2962,2669,2150
3400,341,4650
3224,3749,876
614,2702,765
4009,337,1265
3400,2324,3427
4313,1559,3480
92,2862,3356
2446,2152,2151
1611,2591,1796
1050,1933,2460
1561,399,1469
302,1574,588
3727,691,3815
80,3525,4727
4987,3938,2424
2871,1008,1041
5750,5367,6627
2879,3739,1782
2484,2404,69
2095,2893,782
426,2643,3451
675,4794,3383
1570,416,884
2196,471,1945
29,1811,4488
932,3685,3191
1187,3297,3300
2211,376,2158
4292,1146,3534
1560,3677,1191
626,1189,3840
2174,1191,3326
1300,2867,1299
1603,1690,3021
3134,1154,1436
4405,21,2597
5293,755,4513
361,2542,4146
632,856,2007
1020,1570,1886
89,4186,796
4777,3657,752
1784,365,2708
3220,1798,4538
3658,1373,110
3694,2719,2720
2901,1287,685
3939,4668,1189
1406,474,1983
4113,5048,5208
2005,1533,1344
5018,1357,3508
1585,1562,4737
1400,4018,3828
789,191,3485
5255,542,3708
1887,5076,1286
5394,213,1918
31,308,876
2150,1059,2962
4938,3425,2756
1576,1867,4513
5406,3168,1958
5247,4335,6682
1703,963,4542
3413,1000,877
1376,2456,1426
4973,1494,1987
4973,3047,1494
3393,1553,5040
1687,1611,1796
3631,919,2738
698,4779,2303
3708,542,663
54,53,4653
2591,530,4000
2276,660,233
3625,2179,1179
1839,3899,4262
575,1818,2734
2836,2270,999
3082,3136,2679
1524,2686,2617
4089,1984,1736
2591,4000,1796
153,867,1014
2180,4918,1840
1715,828,648
2463,400,2407
443,1461,1475
2548,1150,2855
3006,716,4367
746,2602,231
3522,1926,3521
3084,91,2183
1629,2933,2233
5287,1234,3343
937,3569,502
4773,2784,4772
4642,4702,4745
4278,4745,4799
26,4278,4401
1878,4401,4278
4834,4745,4278
4834,4278,26
5251,4530,2777
1001,4753,4401
759,1405,3052
3619,2567,2718
1340,4293,2695
663,3813,3708
3339,3566,453
92,1009,451
3963,5635,5324
1074,759,762
1960,944,2327
1708,2835,3956
454,2982,5725
4246,545,423
3426,5118,5545
3009,3937,2496
2460,4261,1730
2536,2652,4836
3037,818,2650
4711,2225,200
2605,1496,299
496,1881,926
4686,4293,1340
3398,4183,3913
3283,2161,100
793,1387,694
5811,5400,4091
2244,2537,1429
564,2392,2514
4016,1642,2848
5513,5762,4192
1211,4289,1761
1663,2288,2956
796,4108,89
3268,2949,495
3599,2372,3598
4998,1523,1612
2356,1615,1324
2272,1923,943
4353,3353,4207
3788,1419,5219
4330,855,5125
292,2134,1856
1259,2927,3496
575,574,1818
1899,3929,4652
1226,636,1016
4230,3195,4667
697,1550,631
3022,3804,2532
1637,152,4185
3202,4910,2408
1024,4238,4356
543,4496,409
1549,4285,234
1418,3075,3764
1706,597,674
3262,3306,2231
2514,2124,564
752,1033,1032
2631,3160,2637
2850,3406,546
873,800,3785
1105,857,3989
2272,2339,1923
1278,3595,2667
4781,2232,2713
2232,3554,2713
3554,2232,2961
2777,5195,5251
4986,3554,2961
2961,5002,4986
4505,4984,666
3578,4984,4505
4719,37,5231
4719,5210,4732
5231,5210,4719
4202,4244,5231
1677,2416,3991
1336,1977,4623
171,2459,3033
2149,5210,5231
6564,2779,600
1393,1785,1392
292,1856,5098
1856,2149,5014
5014,5096,1856
3666,188,323
2149,5231,2331
6284,2204,3320
2149,2331,3190
5231,4244,2331
5097,5096,4114
317,845,3135
5151,1599,1391
5151,4989,1599
3778,3891,1788
5151,3838,735
4817,735,3838
3838,5391,4817
1660,2363,4989
211,3342,1797
1257,1660,3757
1114,1345,4153
3260,3261,1345
1637,2344,1687
123,5203,4833
1687,1796,1637
1637,4185,2344
306,2574,2651
4171,3706,3224
3261,4185,850
2874,5040,850
530,2874,850
1457,68,1048
3660,3239,991
2714,2536,425
447,4603,2826
345,4602,1295
933,415,1295
5391,300,4817
300,5391,4501
415,4442,254
5360,2056,254
5360,254,4442
5360,4442,364
933,4442,415
364,4442,933
2651,2574,4903
5323,5237,3061
4291,3897,4048
550,2739,5052
4903,1174,5212
1174,4291,5245
5245,4291,5331
1174,5245,474
1722,2895,201
5302,5274,4775
5302,5273,5274
5273,474,5245
1953,378,1294
5565,5273,5302
5302,4775,5301
5301,5565,5302
4659,2681,2697
332,5143,699
2179,1467,2729
5301,3698,5565
5565,3807,1983
5565,3698,3807
369,689,5095
3698,4786,3807
3139,820,1196
4007,5242,4786
3698,4007,4786
5795,1128,2629
2628,5357,73
5357,2628,1344
5398,5379,5357
4780,1128,5795
4786,5795,2629
1339,3034,3089
5242,5795,4786
1344,5402,5357
5402,5379,5393
5393,5357,5402
5379,73,5357
5357,5393,5398
5795,2754,3881
1339,3089,4808
5598,5015,4076
3035,3034,1924
2122,4158,4570
4112,3255,2588
3177,4076,3942
4570,2990,3778
4158,5298,2990
3823,412,1100
1595,829,187
5025,5596,5249
5241,1995,4271
2731,3942,5015
5073,1958,5025
1250,4271,5508
5241,4271,1250
3027,4235,5241
3027,5241,1250
2659,4271,1995
1995,2560,2659
5150,5198,5206
2659,2560,5206
5206,2560,5150
3518,3367,1849
5091,3018,3650
3696,2731,3767
3222,3891,848
3171,3696,3771
5073,2173,5024
5889,4930,5012
2800,4949,944
5807,5098,5096
3088,3055,4378
3190,4114,5096
5100,5156,3147
5183,4949,2800
3055,2102,4966
5066,5904,5906
3055,4966,4378
4128,4807,1044
1114,292,5098
4458,4457,3224
4760,617,4466
4980,5904,4756
5905,5703,1015
4114,1114,5098
5098,4931,5097
4643,3650,3585
5878,5906,5905
111,2348,1346
4931,5098,5807
5100,5878,5066
5904,5703,5906
5904,5066,5905
5905,5906,5703
5136,5101,5066
5807,5096,5012
309,2280,1873
4884,4855,5009
4982,5198,4107
4982,52,5198
5096,5097,5889
5889,5097,4931
5066,5906,5136
3018,5091,4982
5096,5889,5012
4107,4296,3018
659,4930,4995
659,5991,4930
4756,5905,1015
5150,2787,4107
2787,4296,4107
5991,5807,5012
3993,892,2691
5889,4931,4413
2394,2495,1614
5012,4930,5991
4995,4930,5889
1504,3585,3650
5807,4413,4931
4296,1504,3650
4413,4995,5889
814,174,3504
5807,5991,4413
4794,4079,1727
3383,4794,2010
1040,5320,3741
2063,5320,1075
1075,5320,1487
3247,1609,4767
2141,1487,756
2173,5073,5025
3247,3767,1609
2205,2703,1129
3145,2205,1129
2488,2205,3145
1898,3176,1760
723,484,5323
4330,5238,5263
4819,5238,3475
5238,5237,484
5074,5125,3967
4330,5125,5074
3618,4330,5074
5237,4330,3618
4819,5263,5238
2271,2119,2120
645,5202,2271
2119,2271,5202
1323,2274,4302
5588,3881,2754
5128,4780,5993
1073,3386,356
996,5994,4460
3364,4460,5994
5325,6022,5315
3209,845,2307
3593,2216,1557
280,1895,1399
699,2979,5144
2113,3446,5996
4619,5995,4549
2479,3622,1273
3364,3446,2113
2106,1100,412
3446,3364,5994
3563,2423,978
3918,4192,5762
6682,4335,4336
5997,5676,387
598,640,249
419,1602,1633
5997,3446,5676
2388,1175,4707
5676,3446,5766
5766,5998,5676
5766,902,5345
5766,5345,5998
5997,3645,6055
3645,5997,387
387,6310,3645
2775,5759,5764
1603,4844,5309
619,3008,2486
4276,2036,1878
1208,5999,2728
2728,5999,5128
418,4910,556
5999,1208,3557
5514,5739,6000
1425,3376,958
5826,6000,5961
5739,472,6001
2378,2373,1406
4496,543,315
1794,1169,884
6001,472,3533
6001,5147,3279
6001,3533,6003
1689,393,3038
6003,3533,3420
3420,3533,5508
2193,523,1289
2791,2934,913
3714,1723,4997
6005,4288,6004
6005,6004,4896
5239,4896,5067
5239,6005,4896
3576,5272,4896
4782,4263,5959
6008,6009,5193
6013,6008,5193
4087,6009,6008
5990,4489,3410
6011,3410,6010
3466,3459,1245
5137,6010,3410
6744,5869,5868
5064,5193,4994
5193,5132,6013
6918,1828,6718
5064,5132,5193
55,126,512
3768,69,3287
4141,5164,4536
5123,4087,5133
4087,5123,1801
4489,1801,2346
1881,629,1892
5795,3881,4780
5623,5309,5626
6014,5309,5623
705,3740,2086
6014,2136,5309
2136,6014,5721
5781,5732,5788
1668,2943,1759
5623,6016,6015
6014,6015,4351
1312,1782,1413
6017,5187,6019
5577,1100,2106
4351,6015,6020
4797,6021,6016
1220,371,952
1004,5315,6022
6022,5307,2049
1354,808,1699
5307,2050,2049
5927,1004,6024
6024,2049,2050
6024,2050,6025
6026,6024,6025
6024,6026,5927
5927,5346,4996
4725,948,4628
5239,6006,6005
4472,5975,5346
5975,4996,5346
6025,3663,6026
3663,5819,5927
5791,6028,6029
5852,5791,5270
5791,6029,5270
5824,6030,6029
520,1327,2047
5384,486,4965
6031,5791,4963
5852,4658,5791
760,131,1740
1548,1829,280
6030,5824,5395
6040,6037,1116
4867,6035,4148
6038,5590,6035
5590,3197,6035
3864,424,3753
119,411,71
3197,2821,6035
2875,3402,453
2984,2247,2124
6205,6037,5397
5885,3197,6039
5397,6039,6205
5397,6037,6040
1670,1482,2699
283,4478,2340
6035,5582,4148
5248,3967,3011
5192,438,5814
4152,808,791
2477,2747,3821
3833,1231,5366
645,726,359
2291,5992,6347
3525,80,1136
5986,5062,1100
889,2415,5579
5062,3823,1100
5344,1348,2723
6041,2332,2477
842,4526,1076
5344,2723,4550
6545,2796,3156
5953,2289,2796
4813,5842,3972
5241,4235,4535
1253,5516,6815
6003,3871,1128
6459,3653,2864
4823,5741,6418
4215,5982,6062
6161,6900,6170
5876,5987,5555
2494,3612,5907
4348,5793,5396
6911,6345,6907
4270,4785,6474
5778,6261,6534
6031,4427,6028
4105,2913,3235
6108,4876,2994
6110,6560,4905
6111,6123,6348
6567,6007,6113
5931,2304,4190
6127,6669,6305
5919,6671,5175
6158,6159,5221
4632,5027,5250
6229,4209,4189
6194,5775,6366
6049,6199,6218
5771,4844,5764
4881,6793,6665
2542,452,449
3810,2206,5164
5833,6554,5334
6248,6351,4878
6251,5340,5924
6218,6199,5709
4232,5568,5815
5978,6228,6169
6497,6444,6268
5615,6785,6850
6030,5851,6029
6589,6186,2319
6476,6273,5209
4253,2212,6053
6802,6461,5020
6489,5923,4972
3519,3644,6630
6660,6300,5837
6392,3946,4322
6633,6867,5722
6066,5946,3146
6035,4867,6038
2604,5711,5954
5594,6572,4730
5604,5709,5734
6346,5870,6677
1628,810,3409
4899,1652,6663
3846,2639,468
3915,6341,6371
3687,2361,3378
29,4488,2126
2193,675,3383
5027,6814,5250
6493,6148,6659
6405,4110,4347
6233,6403,6460
6319,1828,5704
6156,5690,6802
5623,5626,6016
4526,6410,5366
5580,6120,6337
6538,6266,6086
112,5283,5760
2432,5079,4339
5214,5389,5866
6433,5827,6154
6842,6765,6341
5116,5935,5141
4549,5995,5075
4333,1666,4821
5883,6758,6713
4687,6105,6337
6400,6935,5667
6075,6589,6179
6357,6555,6358
6354,6637,6550
4130,5874,6295
481,1576,1447
3925,6413,4046
5566,4963,4658
5252,6773,4020
6533,6365,6465
3378,4750,4389
6448,6447,6064
5709,6058,5734
6156,5987,3916
6493,6385,6148
6054,6765,6482
6059,4830,5627
6136,6914,5058
5099,3868,2698
4972,5923,4137
2129,3920,4913
271,245,246
5115,6380,6106
2277,3916,2293
4449,6679,6775
6142,6309,6308
6807,6609,5835
6096,4899,6663
5037,6365,6533
6036,6451,6829
6539,5380,6577
6541,6340,579
5818,5817,6423
6205,6286,6512
6044,5031,6515
4599,5986,6235
5884,5609,6494
4881,6734,5601
6549,6483,5654
6345,6809,6559
1820,1694,3229
5005,5684,3546
6350,5915,6845
6033,5977,6032
5765,4696,501
6433,4687,5827
6441,6320,5988
3099,2840,457
6324,6750,6034
6729,6519,5327
5740,6518,4491
6675,6059,3841
4046,5458,4060
6580,6393,6312
5041,11,10
6588,6624,4801
6593,395,5952
3858,6076,5671
6360,6785,6102
5141,2352,4110
5638,1027,3683
3678,6768,5696
1713,6475,6568
5662,6579,5954
6527,1112,5672
1412,4380,6548
6512,5969,6038
977,2082,267
55,4299,126
1525,247,1013
6766,6394,5769
1308,1056,471
6282,3414,6336
6669,6093,5758
6625,6134,6301
5307,5326,2050
6265,6264,6856
989,3733,3751
6244,5844,5146
5527,4806,1648
6640,5589,6791
5793,4348,3538
6642,6643,6644
6419,5835,6609
6697,6645,6646
6449,6813,6379
5584,2701,5821
3622,3332,1273
6107,5191,5192
6235,5933,5606
5122,5380,6539
6527,6150,1112
6230,6395,6322
5155,302,2545
5160,1713,6568
6064,6077,6342
6770,6109,6531
6203,6235,6019
6042,2268,6592
6671,6927,5175
1094,3060,6895
662,1696,2018
5777,5104,5105
5908,6676,6742
6525,5714,6193
5746,1893,1666
6388,5960,5850
2112,4348,374
6116,4680,6517
5929,5116,4422
6156,5221,5690
5705,5258,5259
5106,4357,4217
6406,6314,6315
4495,4354,4713
6918,6422,3532
2277,3962,2869
6732,5809,6460
2803,1111,3541
5841,6507,6283
6694,3927,6521
6696,5316,6619
1810,2863,399
5827,6161,6154
5745,3015,5941
2256,2314,2163
5871,3340,5869
6239,6673,6032
3496,1420,740
5535,3414,6282
3519,4812,1071
6662,6651,6373
5332,3332,5109
1492,4860,6654
6133,6122,3146
6406,6315,6069
4297,2206,4024
2868,2209,2869
5180,6293,6242
6403,4189,6690
5961,6634,5792
6653,579,6322
1273,4848,4536
6519,5816,4876
6442,6467,6752
5582,4826,5985
6304,6726,6499
5910,6727,6363
4237,5758,3954
1558,2601,2094
6009,3405,5193
4361,5160,6568
3146,6122,5296
6202,6239,6227
5940,5387,5299
5794,2401,3915
6559,4273,6738
6280,4999,6533
5061,5617,3538
5643,4297,1625
6883,5865,5806
6686,4260,6934
6692,6027,6192
2450,5533,4103
2666,4314,3872
4925,6579,4924
5832,6457,6123
5948,6772,6485
2168,5679,3687
2653,5047,1251
6682,6404,5804
6048,3523,5747
6597,6255,5370
6544,6852,1492
5590,6155,6039
2526,6258,5731
5595,6594,6119
6766,6167,5771
6410,6932,5521
4770,178,4046
6765,6764,6482
5059,5171,4832
4979,4211,5653
4194,2761,4827
6793,6794,6665
3519,6630,6112
2236,1870,4174
6164,5814,35
6279,6736,5472
5262,6322,6395
5171,5552,6736
6771,6113,5939
3712,5960,6558
1625,3184,4095
6018,6292,4782
6279,6374,6274
6224,6103,6312
4809,5873,3511
5586,3612,3491
5714,5146,5780
6618,5890,4791
1027,5855,6558
6047,6322,5262
6256,5743,6474
6786,6291,6268
6806,6231,6641
6830,6528,6555
1066,1883,417
4355,4305,6778
6060,5934,3736
5247,5979,3422
5148,5897,6554
6786,5820,6778
5942,5160,4362
2347,1919,392
5267,4096,5862
4138,5684,6667
1986,1449,1511
6793,6489,6794
4696,6454,3947
6624,5718,6420
5006,4215,6062
5583,6464,4347
6873,6721,6217
6186,4809,2319
5836,5840,5093
3444,973,952
6467,6442,5021
6559,6359,4273
726,4304,2983
4155,2259,6259
2300,1346,2946
6310,387,5774
5548,5848,5790
6458,6459,4111
5720,6189,5058
2676,5841,6040
6769,6532,6070
5600,4343,5902
4741,6363,4878
2100,3325,2454
5227,6281,6253
3811,4284,4380
5986,4599,4765
6211,6492,6565
6877,4032,5840
2443,5057,1793
6663,1652,5399
3571,3500,1138
4288,6370,6225
6696,6619,3957
11,5041,5328
6230,579,6638
5538,2432,3918
6810,5802,6755
176,2815,2121
5458,178,6503
6393,6260,6238
3680,5784,3954
5021,6614,5020
3517,2237,3201
4802,6678,6647
6149,6785,6360
5358,6627,6090
6523,6585,6767
6817,6695,5114
6314,6118,6389
5618,6163,5815
6060,3736,2018
6322,6047,6653
6071,6094,5808
6751,4357,331
5705,6198,6212
6419,4084,3523
6006,6815,4053
6200,5603,6552
5729,5946,6105
4347,4110,2352
3516,4204,3860
2913,3736,5934
6511,6343,6566
5790,5862,4096
6459,2864,2594
6931,4059,6092
5333,5728,6520
6534,490,5778
3073,3877,2465
6770,6760,6820
70,5938,4926
749,4021,4118
6139,2355,6520
4311,5864,5827
6575,6271,6904
6109,6820,5866
4143,4049,3875
2951,6355,6788
6188,4194,5861
5624,5741,6545
6406,5820,6444
5952,6825,6800
6593,5952,6800
6802,5913,6156
6729,6181,6519
6868,6070,6532
6381,5388,6429
6271,6869,5575
3833,5351,511
6203,6532,6769
5405,4035,4464
6359,5175,4273
6057,6579,6617
6733,6651,6662
5945,6713,6479
6095,6529,5570
4081,4438,2442
5954,5711,5662
3987,4379,1412
6527,6045,6150
5344,4550,3576
3422,5312,3903
5876,5034,2293
3194,5854,5964
5583,2352,6613
5029,5799,4889
5922,5736,5929
4758,2921,4536
6512,6038,6037
6611,5583,3858
6235,6203,5938
5731,6868,2526
319,1110,1108
6753,6920,2112
6263,3916,2277
6306,5649,6478
3947,6454,4936
6668,4217,6470
1859,170,3848
6260,6576,6238
4892,6399,5373
5988,6320,5944
6087,4860,1492
6131,6735,6741
3635,3712,5855
2209,2868,5894
6220,6630,5633
5334,6780,5833
6532,6336,6868
6256,6694,5743
4789,3285,4165
5799,4755,5805
6502,6097,700
5844,6244,5858
6187,6351,6716
4812,6572,5594
3964,810,1681
4464,4035,1412
6561,6432,6353
5571,6232,2304
5776,6316,6837
6246,5615,6553
6766,5560,6071
5629,6549,5654
5758,5093,6669
6501,6704,6129
6160,6175,4213
2124,2847,1377
990,723,5323
5686,5917,5887
6768,1071,4812
894,3332,3193
6629,6831,6840
4688,6339,5034
5965,6076,440
3723,2453,985
6673,6699,6523
6234,6573,6510
2108,6115,2820
6252,6078,6339
6810,6896,6791
206,5942,5240
3897,2574,4048
1652,6726,6313
6448,5768,5881
4462,6645,5662
4927,3579,4716
6676,6499,1932
4739,6429,3933
3847,5400,4301
5890,6600,4791
6183,6844,6887
256,3408,129
6594,6213,6688
2209,6263,2869
6711,5892,5613
2700,6578,4274
5805,4889,5799
6523,6767,5370
6019,5650,6017
1251,4882,4967
6186,6185,4809
4343,5630,3851
5965,6795,6175
4669,5617,5061
5985,5244,5744
1624,1696,6729
5867,70,5831
6427,5620,6707
5569,2676,3231
6642,5937,6846
4537,1284,1283
6028,6772,6596
4640,5825,5605
2883,4241,2921
2343,4105,2878
5715,4831,6631
6503,6460,4911
5787,5797,6437
6555,6648,6632
6476,2981,5283
5976,5915,6072
5696,6784,6849
1786,5914,4319
6065,4110,6405
3576,4896,5712
5093,4237,6495
4823,93,5515
4315,3953,5896
4445,560,559
5253,4193,4689
6271,5575,6745
5405,4751,4035
3927,5628,6521
3638,2238,6657
6041,2477,3821
6001,3279,5739
6358,6555,6121
4897,5028,4804
5552,6655,5599
6275,5037,6533
6465,5290,5291
5970,5753,5682
4741,4878,6781
6925,5899,6680
5270,6029,5851
6413,6233,4770
5218,6111,6564
6396,6423,5817
6629,6832,5891
5864,5296,6122
5333,6520,6043
101,436,1902
5851,6196,2951
6090,4137,5923
6846,5937,6316
6741,6707,6775
5772,6284,6586
5400,5811,5900
4716,4303,4190
5682,6878,5970
6431,6567,5939
5705,5226,6500
4708,6685,5526
2616,1126,3568
6646,6845,6197
5786,6045,6527
5642,6479,6137
6611,6873,6217
5116,5141,2594
6789,6467,5702
5224,4916,5936
6103,6434,6312
561,4980,2513
1698,4611,4135
6083,6312,6084
6046,6764,5797
5849,4881,5601
5746,6375,5387
4634,2758,5815
4770,4046,6413
6030,5931,5551
6077,6324,6585
1878,4278,2750
5619,6447,5629
5006,4821,1666
5743,5282,6474
6202,6673,6239
6119,5621,4213
6272,6107,3592
4826,5877,5985
4568,6763,2475
120,3827,4441
4899,6598,1652
4192,836,5513
5856,3819,6884
6674,5910,4486
4053,5380,5122
964,3158,6192
5187,4472,5535
4816,4039,6062
3622,4959,5109
6389,6195,6390
4574,6691,6574
5154,1097,3649
6213,6594,5823
46,2869,3962
2662,5848,5548
4967,4882,3307
6301,6638,6625
3523,6048,5835
6672,5115,5707
6041,6361,2757
6600,5890,6859
6760,6658,6820
4422,69,5929
3156,5062,5624
6134,6352,6085
4951,5950,6484
6139,6219,6562
1068,3717,2786
3853,6567,4032
5556,5844,5858
5875,5615,6783
5798,6241,5016
4248,2564,1589
6101,6445,6125
3925,4495,4713
4131,749,5585
6113,6007,5972
3915,6842,6341
5286,6068,4231
5574,5388,5968
5184,5828,6689
5131,6150,6045
6649,6256,5641
6639,4730,6572
6569,5672,5699
3285,4789,5821
5289,2355,6640
4946,6094,5560
6839,6195,6118
4652,240,4198
6822,5665,6891
6428,6775,6707
6620,6340,6541
3026,6543,6450
3368,3279,3557
4867,4148,4640
4996,6023,5315
5964,6104,5632
5746,5387,1893
5809,3853,4911
5833,5148,6554
6546,2820,6115
6737,6562,6219
6107,5186,5191
6530,5818,6036
5171,6736,4832
6108,5747,4876
4716,4190,2304
6811,6787,5628
6552,5715,6631
6080,5859,5611
6870,3546,5327
5897,5306,4805
4687,6488,5131
5683,6873,6780
6606,5682,5753
6160,5669,2181
1921,2168,3687
