NO_OF_FRAMES	6378
NO_OF_CAMERAS	14
NO_OF_MARKERS	8
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-06-20, 10:36:43.083	87607.09578570
DATA_INCLUDED	3D
MARKER_NAMES	skull_phantom1	skull_phantom2	skull_phantom3	skull_phantom4	catheter_tip1	catheter_tip2	catheter_tip3	catheter_tip4
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Virtual	Measured
Frame	Time	skull_phantom1 X	skull_phantom1 Y	skull_phantom1 Z	skull_phantom2 X	skull_phantom2 Y	skull_phantom2 Z	skull_phantom3 X	skull_phantom3 Y	skull_phantom3 Z	skull_phantom4 X	skull_phantom4 Y	skull_phantom4 Z	catheter_tip1 X	catheter_tip1 Y	catheter_tip1 Z	catheter_tip2 X	catheter_tip2 Y	catheter_tip2 Z	catheter_tip3 X	catheter_tip3 Y	catheter_tip3 Z	catheter_tip4 X	catheter_tip4 Y	catheter_tip4 Z	
3870	19.34500	338.519	352.095	182.405	302.015	412.570	148.544	351.639	346.572	90.297	301.806	318.960	153.850	158.930	248.102	323.630	155.666	255.302	382.777	195.114	336.064	100.229	129.441	277.087	329.393
3871	19.35000	338.527	352.079	182.406	302.035	412.556	148.551	351.651	346.556	90.284	301.799	318.952	153.832	159.060	248.039	323.698	155.802	255.319	382.764	194.638	335.910	100.194	129.586	276.815	329.630
3872	19.35500	338.528	352.075	182.402	302.029	412.557	148.550	351.658	346.554	90.279	301.812	318.947	153.836	159.330	247.841	323.762	155.967	255.282	382.842	194.774	335.556	100.188	129.681	276.755	329.727
3873	19.36000	338.544	352.068	182.402	302.055	412.559	148.566	351.650	346.555	90.275	301.813	318.936	153.825	159.429	247.810	323.863	156.169	255.169	383.006	194.933	335.577	100.273	129.737	276.856	329.663
3874	19.36500	338.544	352.057	182.390	302.066	412.538	148.563	351.663	346.540	90.267	301.829	318.934	153.816	159.442	247.955	323.949	156.306	255.227	383.028	194.279	335.909	100.356	129.895	276.673	329.931
3875	19.37000	338.558	352.048	182.386	302.072	412.538	148.580	351.655	346.540	90.270	301.834	318.928	153.824	159.638	247.800	324.030	156.489	255.170	383.206	194.659	335.561	100.372	129.936	276.848	329.896
3876	19.37500	338.556	352.037	182.383	302.070	412.526	148.588	351.666	346.543	90.271	301.838	318.915	153.815	159.700	247.796	324.121	156.585	255.259	383.213	194.129	335.434	100.364	130.074	276.672	330.212
3877	19.38000	338.555	352.024	182.371	302.078	412.520	148.585	351.664	346.533	90.263	301.832	318.911	153.818	159.623	247.983	324.211	156.683	255.274	383.277	193.763	335.876	100.492	130.142	276.700	330.323
3878	19.38500	338.558	352.010	182.389	302.087	412.508	148.597	351.664	346.518	90.263	301.828	318.890	153.810	159.750	247.809	324.278	156.745	255.295	383.370	193.910	335.353	100.448	130.187	276.724	330.438
3879	19.39000	338.562	351.996	182.378	302.089	412.461	148.565	351.671	346.525	90.264	301.836	318.893	153.813	159.761	247.838	324.358	156.772	255.315	383.434	194.036	335.359	100.525	130.234	276.794	330.502
3880	19.39500	338.562	351.995	182.378	302.090	412.443	148.571	351.673	346.514	90.272	301.845	318.877	153.801	159.600	248.005	324.427	156.764	255.335	383.500	193.763	335.668	100.623	130.227	276.834	330.562
3881	19.40000	338.568	351.980	182.390	302.096	412.433	148.570	351.673	346.502	90.265	301.845	318.863	153.802	159.632	247.853	324.560	156.724	255.356	383.560	194.083	335.059	100.590	130.218	276.882	330.625
3882	19.40500	338.562	351.981	182.377	302.107	412.429	148.574	351.669	346.499	90.256	301.837	318.854	153.797	159.563	247.830	324.590	156.689	255.287	383.691	194.439	335.022	100.659	130.129	277.071	330.504
3883	19.41000	338.568	351.975	182.383	302.108	412.417	148.582	351.670	346.500	90.260	301.842	318.847	153.793	159.505	247.814	324.631	156.574	255.357	383.652	194.130	334.898	100.656	130.120	276.887	330.705
3884	19.41500	338.570	351.963	182.388	302.104	412.425	148.590	351.675	346.492	90.257	301.845	318.848	153.796	159.346	247.959	324.639	156.460	255.337	383.705	194.109	335.374	100.829	130.065	276.911	330.724
3885	19.42000	338.573	351.944	182.379	302.109	412.413	148.600	351.674	346.485	90.259	301.839	318.843	153.795	159.356	247.780	324.712	156.345	255.296	383.759	194.427	334.925	100.836	129.982	276.885	330.741
3886	19.42500	338.572	351.955	182.373	302.102	412.420	148.575	351.666	346.502	90.251	301.842	318.840	153.795	159.183	247.900	324.736	156.220	255.233	383.798	194.398	335.418	101.027	129.914	276.882	330.762
3887	19.43000	338.567	351.951	182.380	302.118	412.413	148.588	351.667	346.487	90.257	301.843	318.846	153.787	159.208	247.672	324.786	156.102	255.168	383.841	194.806	334.894	101.025	129.853	276.849	330.784
3888	19.43500	338.570	351.955	182.387	302.106	412.416	148.593	351.666	346.490	90.254	301.841	318.853	153.781	159.035	247.777	324.811	156.011	255.081	383.884	194.602	335.373	101.190	129.781	276.790	330.810
3889	19.44000	338.564	351.953	182.376	302.106	412.408	148.591	351.668	346.489	90.253	301.836	318.858	153.792	158.970	247.728	324.850	155.925	254.995	383.904	194.016	335.359	101.081	129.398	276.588	330.563
3890	19.44500	338.557	351.955	182.379	302.105	412.412	148.585	351.669	346.477	90.251	301.837	318.842	153.783	158.927	247.659	324.867	155.897	254.822	384.034	194.302	335.536	101.249	129.346	276.640	330.514
3891	19.45000	338.561	351.944	182.376	302.105	412.396	148.597	351.658	346.486	90.253	301.836	318.840	153.793	159.013	247.443	324.870	155.838	254.772	383.985	194.251	335.238	101.219	129.313	276.482	330.644
3892	19.45500	338.548	351.959	182.381	302.105	412.401	148.595	351.660	346.487	90.254	301.825	318.843	153.797	158.873	247.520	324.912	155.816	254.665	384.010	194.047	335.647	101.366	129.303	276.437	330.696
3893	19.46000	338.552	351.955	182.392	302.084	412.406	148.595	351.661	346.495	90.265	301.821	318.846	153.788	158.866	247.473	324.948	155.872	254.472	384.132	194.286	335.924	101.554	129.316	276.495	330.666
3894	19.46500	338.546	351.949	182.389	302.103	412.412	148.604	351.656	346.484	90.262	301.822	318.844	153.794	158.995	247.231	324.984	155.918	254.391	384.172	194.382	335.464	101.509	129.330	276.412	330.738
3895	19.47000	338.549	351.946	182.383	302.084	412.410	148.593	351.657	346.488	90.265	301.821	318.839	153.794	158.911	247.339	325.014	155.976	254.319	384.201	194.009	335.940	101.631	129.348	276.367	330.808
3896	19.47500	338.539	351.961	182.393	302.087	412.427	148.609	351.661	346.491	90.260	301.826	318.832	153.788	159.088	247.147	325.040	156.049	254.277	384.248	194.089	335.614	101.612	129.385	276.291	330.893
3897	19.48000	338.535	351.961	182.390	302.080	412.407	148.610	351.649	346.477	90.265	301.826	318.834	153.795	159.043	247.291	325.111	156.131	254.253	384.313	193.779	336.027	101.740	129.440	276.228	330.964
3898	19.48500	338.545	351.946	182.386	302.086	412.408	148.598	351.648	346.487	90.256	301.818	318.840	153.791	159.124	247.268	325.154	156.213	254.252	384.381	193.594	336.022	101.767	129.467	276.160	331.047
3899	19.49000	338.544	351.938	182.378	302.090	412.418	148.621	351.652	346.481	90.264	301.821	318.827	153.788	159.304	247.096	325.264	156.304	254.263	384.463	193.773	335.461	101.713	129.520	276.110	331.113
3900	19.49500	338.540	351.939	182.392	302.104	412.409	148.616	351.658	346.483	90.260	301.811	318.837	153.792	159.363	247.131	325.334	156.347	254.382	384.432	193.623	335.235	101.622	129.550	276.066	331.153
3901	19.50000	338.544	351.942	182.385	302.097	412.399	148.621	351.656	346.481	90.262	301.822	318.822	153.794	159.436	247.141	325.410	156.408	254.434	384.502	193.581	335.150	101.642	129.578	276.064	331.217
3902	19.50500	338.526	351.944	182.391	302.100	412.391	148.631	351.648	346.479	90.266	301.816	318.829	153.805	159.471	247.154	325.485	156.473	254.510	384.624	193.476	334.923	101.620	129.597	276.075	331.277
3903	19.51000	338.537	351.942	182.395	302.106	412.398	148.634	351.649	346.475	90.264	301.808	318.824	153.801	159.458	247.188	325.572	156.484	254.545	384.650	193.422	334.903	101.655	129.609	276.100	331.347
3904	19.51500	338.525	351.935	182.396	302.106	412.396	148.633	351.653	346.484	90.264	301.802	318.833	153.803	159.447	247.193	325.623	156.483	254.588	384.727	193.473	334.761	101.672	129.623	276.140	331.401
3905	19.52000	338.534	351.937	182.396	302.109	412.389	148.633	351.647	346.470	90.265	301.805	318.827	153.804	159.287	247.366	325.689	156.475	254.620	384.772	193.249	335.092	101.772	129.625	276.232	331.468
3906	19.52500	338.537	351.927	182.400	302.115	412.408	148.642	351.652	346.475	90.269	301.809	318.824	153.807	159.319	247.203	325.751	156.447	254.620	384.818	193.486	334.579	101.726	129.620	276.280	331.531
3907	19.53000	338.531	351.940	182.393	302.114	412.390	148.638	351.652	346.473	90.271	301.805	318.820	153.799	159.218	247.183	325.790	156.428	254.609	384.896	193.460	334.413	101.727	129.598	276.349	331.567
3908	19.53500	338.535	351.933	182.397	302.108	412.394	148.635	351.649	346.487	90.264	301.809	318.821	153.798	159.111	247.165	325.814	156.333	254.553	384.866	193.635	334.480	101.810	129.595	276.409	331.621
3909	19.54000	338.526	351.939	182.394	302.102	412.394	148.637	351.645	346.480	90.263	301.814	318.825	153.794	158.652	247.168	325.537	156.262	254.481	384.880	193.450	334.440	101.763	129.827	276.620	331.873
3910	19.54500	338.539	351.928	182.391	302.110	412.405	148.626	351.648	346.470	90.259	301.809	318.825	153.800	158.553	247.089	325.560	156.174	254.354	384.904	193.686	334.459	101.869	129.808	276.645	331.900
3911	19.55000	338.535	351.940	182.389	302.102	412.407	148.636	351.654	346.471	90.271	301.806	318.828	153.807	158.457	247.021	325.571	156.116	254.207	384.899	193.782	334.580	101.965	129.786	276.654	331.924
3912	19.55500	338.533	351.923	182.402	302.089	412.399	148.625	351.645	346.480	90.262	301.811	318.825	153.796	158.373	246.922	325.571	156.050	254.052	384.879	193.817	334.632	102.035	129.760	276.578	331.949
3913	19.56000	338.526	351.919	182.395	302.085	412.392	148.618	351.655	346.466	90.273	301.804	318.816	153.800	158.324	246.794	325.524	155.988	253.864	384.876	193.879	334.772	102.127	129.724	276.491	331.962
3914	19.56500	338.535	351.918	182.402	302.075	412.403	148.620	351.651	346.466	90.271	301.816	318.814	153.799	158.293	246.667	325.506	155.942	253.699	384.873	194.072	334.772	102.196	129.723	276.421	331.956
3915	19.57000	338.532	351.916	182.403	302.090	412.400	148.626	351.651	346.454	90.267	301.813	318.811	153.801	158.294	246.537	325.507	155.921	253.512	384.904	194.015	334.905	102.311	129.706	276.240	332.016
3916	19.57500	338.533	351.917	182.391	302.082	412.394	148.617	351.653	346.465	90.273	301.816	318.799	153.790	158.325	246.433	325.510	155.921	253.338	384.902	193.840	335.165	102.467	129.770	275.954	332.179
3917	19.58000	338.540	351.910	182.394	302.073	412.403	148.612	351.648	346.455	90.264	301.820	318.805	153.799	158.348	246.284	325.486	155.966	253.168	384.896	193.724	335.103	102.465	129.789	275.775	332.187
3918	19.58500	338.550	351.897	182.398	302.084	412.399	148.621	351.655	346.462	90.261	301.816	318.808	153.791	158.395	246.148	325.531	156.012	252.952	384.943	193.858	335.159	102.586	129.831	275.620	332.196
3919	19.59000	338.546	351.897	182.388	302.074	412.403	148.614	351.656	346.455	90.258	301.826	318.789	153.789	158.504	246.006	325.561	156.103	252.786	384.923	193.892	335.178	102.648	129.909	275.471	332.243
3920	19.59500	338.550	351.891	182.384	302.068	412.407	148.607	351.659	346.459	90.254	301.820	318.793	153.781	158.613	245.907	325.551	156.255	252.545	385.068	194.076	335.456	102.800	129.923	275.471	332.141
3921	19.60000	338.552	351.888	182.380	302.069	412.410	148.619	351.656	346.462	90.245	301.828	318.792	153.785	158.751	245.814	325.594	156.385	252.397	385.115	194.160	335.575	102.912	130.024	275.358	332.185
3922	19.60500	338.560	351.881	182.384	302.073	412.403	148.631	351.661	346.452	90.257	301.830	318.778	153.786	159.093	245.810	325.857	156.560	252.289	385.177	193.762	336.037	103.091	129.857	275.018	332.097
3923	19.61000	338.555	351.880	182.384	302.076	412.414	148.627	351.661	346.452	90.254	301.827	318.777	153.772	159.238	245.734	325.912	156.698	252.290	385.117	193.381	335.898	103.035	129.973	274.799	332.258
3924	19.61500	338.564	351.878	182.384	302.071	412.402	148.634	351.664	346.448	90.257	301.830	318.772	153.768	159.384	245.662	325.983	156.920	252.144	385.271	193.603	335.955	103.158	130.106	274.855	332.266
3925	19.62000	338.555	351.879	182.378	302.074	412.413	148.639	351.668	346.451	90.250	301.836	318.780	153.781	159.507	245.607	326.061	157.088	252.168	385.249	193.151	335.764	103.095	130.242	274.671	332.459
3926	19.62500	338.561	351.877	182.376	302.075	412.420	148.634	351.663	346.447	90.251	301.832	318.778	153.774	159.622	245.566	326.123	157.279	252.137	385.339	193.032	335.665	103.112	130.385	274.626	332.562
3927	19.63000	338.561	351.860	182.375	302.070	412.437	148.633	351.667	346.450	90.247	301.834	318.773	153.772	159.531	245.453	325.975	157.500	252.020	385.518	193.456	335.331	103.120	130.802	274.922	332.765
3928	19.63500	338.571	351.861	182.372	302.075	412.427	148.637	351.658	346.443	90.249	301.835	318.774	153.774	159.613	245.434	326.087	157.645	252.065	385.495	193.038	335.208	103.117	130.982	274.766	333.040
3929	19.64000	338.569	351.864	182.372	302.068	412.435	148.635	351.666	346.450	90.248	301.844	318.767	153.774	159.722	245.373	326.167	157.843	251.954	385.675	193.227	335.178	103.198	131.038	274.906	333.004
3930	19.64500	338.565	351.871	182.369	302.073	412.444	148.641	351.671	346.451	90.241	301.836	318.775	153.777	159.761	245.339	326.229	157.937	252.015	385.658	192.893	334.946	103.153	131.195	274.790	333.248
3931	19.65000	338.575	351.874	182.368	302.068	412.454	148.640	351.670	346.452	90.247	301.846	318.773	153.768	159.782	245.314	326.294	158.030	251.978	385.716	192.801	334.940	103.212	131.284	274.789	333.371
3932	19.65500	338.569	351.873	182.365	302.073	412.479	148.640	351.668	346.453	90.243	301.850	318.776	153.773	159.828	245.286	326.332	158.151	251.851	385.869	193.089	335.057	103.327	131.305	274.948	333.292
3933	19.66000	338.569	351.880	182.368	302.064	412.487	148.641	351.666	346.463	90.245	301.846	318.776	153.771	159.834	245.225	326.415	158.157	251.865	385.846	192.770	334.985	103.386	131.414	274.786	333.603
3934	19.66500	338.576	351.883	182.370	302.077	412.491	148.644	351.673	346.461	90.246	301.846	318.786	153.766	159.813	245.183	326.447	158.160	251.793	385.900	192.910	334.974	103.460	131.454	274.792	333.646
3935	19.67000	338.568	351.893	182.375	302.066	412.508	148.640	351.676	346.465	90.234	301.856	318.782	153.761	159.817	245.111	326.478	158.167	251.719	385.940	192.869	334.972	103.520	131.456	274.740	333.717
3936	19.67500	338.581	351.889	182.358	302.079	412.495	148.645	351.677	346.466	90.237	301.851	318.792	153.760	159.786	245.078	326.490	158.173	251.545	386.071	193.250	335.162	103.661	131.396	274.853	333.571
3937	19.68000	338.575	351.902	182.362	302.079	412.507	148.636	351.672	346.468	90.239	301.847	318.798	153.762	159.794	244.985	326.492	158.097	251.535	385.976	192.942	335.126	103.671	131.410	274.609	333.770
3938	19.68500	338.589	351.905	182.362	302.065	412.514	148.621	351.682	346.474	90.233	301.846	318.805	153.773	159.767	244.905	326.535	158.011	251.434	385.995	193.120	335.050	103.731	131.366	274.483	333.743
3939	19.69000	338.590	351.901	182.368	302.076	412.508	148.629	351.684	346.469	90.232	301.852	318.813	153.759	159.764	244.834	326.529	157.966	251.244	386.118	193.539	335.241	103.887	131.270	274.508	333.585
3940	19.69500	338.584	351.918	182.360	302.070	412.510	148.629	351.682	346.461	90.226	301.856	318.795	153.764	159.757	244.737	326.551	157.837	251.237	386.023	193.337	335.108	103.882	131.248	274.221	333.728
3941	19.70000	338.587	351.912	182.362	302.072	412.499	148.626	351.686	346.475	90.233	301.859	318.802	153.766	159.773	244.682	326.560	157.793	251.063	386.149	193.719	335.319	104.040	131.133	274.225	333.558
3942	19.70500	338.588	351.919	182.359	302.068	412.516	148.623	351.683	346.470	90.235	301.864	318.800	153.767	159.793	244.607	326.573	157.671	251.039	386.047	193.579	335.353	104.088	131.119	273.948	333.693
3943	19.71000	338.591	351.910	182.362	302.073	412.514	148.610	351.686	346.471	90.237	301.865	318.814	153.773	160.005	244.626	326.841	157.642	250.869	386.178	193.806	335.860	104.355	130.752	273.782	333.343
3944	19.71500	338.589	351.908	182.364	302.074	412.520	148.630	351.685	346.467	90.220	301.860	318.805	153.762	160.009	244.557	326.875	157.602	250.788	386.210	193.876	335.837	104.411	130.712	273.686	333.335
3945	19.72000	338.598	351.903	182.354	302.076	412.512	148.626	351.688	346.476	90.229	301.865	318.811	153.764	160.017	244.499	326.895	157.528	250.794	386.134	193.628	335.786	104.405	130.692	273.479	333.457
3946	19.72500	338.597	351.907	182.358	302.084	412.500	148.615	351.690	346.474	90.220	301.874	318.811	153.767	159.788	244.342	326.712	157.530	250.721	386.175	193.707	335.322	104.340	131.011	273.546	333.777
3947	19.73000	338.602	351.915	182.350	302.076	412.509	148.615	351.692	346.471	90.224	301.876	318.802	153.758	159.789	244.300	326.750	157.553	250.655	386.216	193.728	335.349	104.404	131.027	273.542	333.823
3948	19.73500	338.609	351.912	182.345	302.087	412.514	148.610	351.692	346.474	90.226	301.878	318.805	153.760	159.772	244.247	326.801	157.604	250.607	386.264	193.652	335.231	104.415	131.064	273.538	333.894
3949	19.74000	338.608	351.913	182.346	302.090	412.511	148.615	351.699	346.473	90.223	301.875	318.804	153.753	159.774	244.202	326.874	157.710	250.473	386.411	193.960	335.211	104.501	131.072	273.719	333.805
3950	19.74500	338.609	351.909	182.346	302.080	412.516	148.627	351.698	346.473	90.223	301.880	318.807	153.761	159.785	244.191	326.942	157.785	250.495	386.361	193.507	335.208	104.515	131.202	273.566	334.068
3951	19.75000	338.608	351.921	182.348	302.082	412.530	148.610	351.692	346.482	90.224	301.871	318.812	153.750	159.821	244.149	327.012	157.879	250.452	386.434	193.492	335.137	104.565	131.284	273.574	334.165
3952	19.75500	338.609	351.925	182.342	302.080	412.532	148.616	351.692	346.486	90.216	301.873	318.817	153.752	159.856	244.113	327.074	158.001	250.395	386.514	193.408	335.136	104.631	131.385	273.583	334.287
3953	19.76000	338.608	351.920	182.351	302.077	412.543	148.620	351.696	346.485	90.220	301.877	318.813	153.763	159.926	244.081	327.149	158.151	250.275	386.673	193.658	335.212	104.743	131.417	273.734	334.227
3954	19.76500	338.594	351.920	182.348	302.094	412.526	148.621	351.695	346.487	90.214	301.875	318.819	153.754	159.994	244.061	327.177	158.261	250.256	386.731	193.509	335.202	104.763	131.492	273.678	334.304
3955	19.77000	338.600	351.922	182.348	302.088	412.533	148.606	351.689	346.484	90.225	301.867	318.823	153.748	160.056	244.029	327.230	158.328	250.304	386.689	193.109	335.098	104.743	131.610	273.484	334.534
3956	19.77500	338.603	351.935	182.341	302.085	412.535	148.619	351.692	346.487	90.207	301.868	318.824	153.759	160.269	244.223	327.439	158.407	250.278	386.736	193.710	336.400	105.394	131.798	273.806	334.883
3957	19.78000	338.602	351.926	182.339	302.086	412.542	148.617	351.694	346.483	90.216	301.874	318.830	153.759	160.336	244.188	327.499	158.466	250.256	386.799	193.683	336.328	105.420	131.815	273.746	334.909
3958	19.78500	338.608	351.923	182.339	302.083	412.535	148.610	351.687	346.486	90.217	301.874	318.825	153.760	160.406	244.149	327.534	158.498	250.219	386.849	193.595	336.353	105.474	131.829	273.610	334.962
3959	19.79000	338.601	351.942	182.339	302.094	412.545	148.620	351.694	346.488	90.204	301.875	318.831	153.749	160.449	244.107	327.591	158.499	250.179	386.890	193.596	336.341	105.528	131.810	273.522	334.983
3960	19.79500	338.604	351.934	182.341	302.087	412.547	148.622	351.695	346.484	90.219	301.881	318.831	153.756	160.552	243.900	327.700	158.479	250.146	386.929	193.881	335.755	105.472	131.787	273.455	335.003
3961	19.80000	338.602	351.935	182.342	302.091	412.541	148.620	351.688	346.491	90.222	301.877	318.833	153.758	160.578	244.015	327.785	158.433	250.095	386.959	192.440	336.201	105.320	131.073	272.966	334.486
3962	19.80500	338.598	351.936	182.346	302.096	412.531	148.622	351.693	346.488	90.217	301.876	318.836	153.755	160.559	243.982	327.820	158.412	249.967	387.099	192.829	336.328	105.487	131.059	273.018	334.435
3963	19.81000	338.599	351.933	182.349	302.090	412.539	148.619	351.691	346.479	90.214	301.875	318.829	153.757	160.538	243.920	327.844	158.334	249.905	387.117	192.956	336.313	105.552	131.018	272.960	334.451
3964	19.81500	338.603	351.930	182.347	302.076	412.541	148.614	351.687	346.494	90.218	301.879	318.825	153.757	160.367	243.887	327.756	158.215	249.915	387.050	193.907	336.344	105.841	131.605	273.198	335.059
3965	19.82000	338.593	351.923	182.353	302.088	412.543	148.624	351.685	346.481	90.220	301.874	318.830	153.751	160.303	243.860	327.741	158.126	249.847	387.067	193.941	336.489	105.934	131.560	273.156	335.094
3966	19.82500	338.599	351.938	182.342	302.081	412.528	148.622	351.689	346.482	90.212	301.876	318.820	153.761	160.235	243.799	327.775	158.083	249.683	387.187	194.101	336.570	106.003	131.341	273.265	334.880
3967	19.83000	338.595	351.930	182.341	302.090	412.533	148.624	351.687	346.475	90.226	301.871	318.825	153.760	160.160	243.764	327.771	157.990	249.607	387.180	194.151	336.713	106.096	131.295	273.248	334.920
3968	19.83500	338.595	351.923	182.351	302.081	412.525	148.613	351.681	346.482	90.221	301.866	318.818	153.754	160.091	243.712	327.764	157.923	249.541	387.198	194.193	336.705	106.137	131.257	273.234	334.940
3969	19.84000	338.577	351.916	182.352	302.082	412.523	148.629	351.679	346.477	90.230	301.861	318.818	153.763	159.893	243.425	327.597	157.838	249.560	387.113	193.430	335.245	105.514	131.214	272.720	334.866
3970	19.84500	338.587	351.920	182.352	302.071	412.522	148.626	351.680	346.476	90.214	301.855	318.815	153.763	159.850	243.379	327.618	157.784	249.496	387.139	193.508	335.254	105.580	131.196	272.687	334.901
3971	19.85000	338.588	351.906	182.352	302.068	412.519	148.613	351.679	346.476	90.221	301.852	318.812	153.757	159.818	243.360	327.644	157.773	249.438	387.155	193.484	335.329	105.637	131.181	272.673	334.926
3972	19.85500	338.585	351.911	182.364	302.068	412.515	148.621	351.678	346.471	90.224	301.857	318.807	153.763	159.797	243.321	327.685	157.794	249.315	387.279	193.790	335.335	105.711	131.117	272.791	334.787
3973	19.86000	338.577	351.906	182.342	302.067	412.509	148.620	351.669	346.465	90.221	301.855	318.798	153.758	159.796	243.258	327.711	157.748	249.341	387.220	193.546	335.233	105.714	131.167	272.626	334.997
3974	19.86500	338.583	351.906	182.351	302.066	412.503	148.614	351.671	346.460	90.236	301.855	318.803	153.768	159.816	243.233	327.749	157.817	249.196	387.358	193.808	335.373	105.833	131.139	272.710	334.878
3975	19.87000	338.582	351.920	182.357	302.067	412.506	148.616	351.670	346.468	90.232	301.855	318.813	153.764	159.828	243.178	327.793	157.814	249.253	387.279	193.353	335.183	105.771	131.199	272.489	335.101
3976	19.87500	338.579	351.906	182.358	302.058	412.522	148.605	351.674	346.466	90.229	301.855	318.807	153.757	159.995	243.370	327.979	157.853	249.198	387.308	194.031	336.505	106.439	131.388	272.802	335.430
3977	19.88000	338.570	351.924	182.353	302.061	412.515	148.615	351.676	346.458	90.234	301.849	318.802	153.766	160.012	243.311	328.020	157.951	249.062	387.430	193.950	336.551	106.458	131.258	272.882	335.283
3978	19.88500	338.572	351.915	182.354	302.068	412.495	148.622	351.677	346.465	90.232	301.848	318.806	153.761	160.039	243.268	328.039	157.972	249.086	387.356	193.860	336.405	106.454	131.443	272.718	335.501
3979	19.89000	338.587	351.910	182.362	302.065	412.506	148.613	351.677	346.469	90.235	301.844	318.806	153.766	160.084	243.207	328.070	158.024	249.029	387.384	193.874	336.350	106.487	131.502	272.658	335.557
3980	19.89500	338.580	351.912	182.360	302.059	412.504	148.613	351.671	346.465	90.225	301.846	318.809	153.773	160.099	243.153	328.081	158.081	248.961	387.392	193.899	336.282	106.487	131.556	272.632	335.567
3981	19.90000	338.571	351.912	182.352	302.060	412.497	148.616	351.669	346.474	90.228	301.844	318.811	153.756	160.153	243.122	328.073	158.169	248.810	387.510	193.876	336.554	106.566	131.423	272.689	335.393
3982	19.90500	338.560	351.906	182.349	302.063	412.503	148.609	351.664	346.458	90.226	301.845	318.800	153.761	160.169	243.033	328.075	158.167	248.818	387.422	193.809	336.305	106.530	131.598	272.504	335.604
3983	19.91000	338.575	351.906	182.353	302.054	412.495	148.606	351.671	346.462	90.222	301.847	318.801	153.762	160.196	242.976	328.115	158.239	248.657	387.515	193.778	336.417	106.570	131.454	272.525	335.420
3984	19.91500	338.572	351.902	182.352	302.056	412.482	148.616	351.663	346.462	90.227	301.839	318.807	153.766	160.199	242.910	328.092	158.247	248.570	387.518	193.807	336.445	106.604	131.472	272.479	335.435
3985	19.92000	338.573	351.894	182.354	302.066	412.489	148.612	351.666	346.458	90.229	301.843	318.802	153.764	160.217	242.831	328.080	158.218	248.553	387.424	193.686	336.370	106.624	131.621	272.243	335.656
3986	19.92500	338.571	351.905	182.360	302.058	412.478	148.617	351.672	346.447	90.241	301.834	318.790	153.772	160.230	242.775	328.076	158.246	248.392	387.506	193.732	336.532	106.668	131.448	272.285	335.440
3987	19.93000	338.567	351.885	182.362	302.059	412.484	148.607	351.669	346.452	90.228	301.838	318.791	153.760	160.220	242.701	328.047	158.199	248.368	387.408	193.663	336.495	106.706	131.607	272.080	335.671
3988	19.93500	338.562	351.891	182.361	302.053	412.471	148.597	351.665	346.456	90.233	301.841	318.789	153.767	160.222	242.621	328.046	158.177	248.290	387.387	193.638	336.431	106.694	131.566	271.983	335.639
3989	19.94000	338.559	351.881	182.372	302.058	412.470	148.598	351.665	346.450	90.232	301.840	318.790	153.766	160.223	242.558	328.047	158.152	248.192	387.359	193.568	336.535	106.746	131.536	271.864	335.651
3990	19.94500	338.563	351.891	182.370	302.053	412.462	148.606	351.659	346.439	90.229	301.835	318.786	153.766	160.224	242.514	328.008	158.115	248.095	387.330	193.658	336.696	106.811	131.519	271.797	335.621
3991	19.95000	338.560	351.882	182.361	302.063	412.455	148.608	351.660	346.439	90.229	301.835	318.779	153.776	160.200	242.462	328.002	158.078	248.027	387.319	193.662	336.691	106.826	131.488	271.727	335.606
3992	19.95500	338.547	351.873	182.362	302.055	412.438	148.612	351.659	346.441	90.229	301.827	318.782	153.772	160.200	242.414	328.021	158.040	247.970	387.317	193.623	336.701	106.853	131.433	271.630	335.593
3993	19.96000	338.553	351.873	182.366	302.053	412.426	148.609	351.662	346.427	90.241	301.824	318.766	153.777	160.184	242.350	327.979	158.034	247.843	387.422	193.691	336.740	106.854	131.253	271.687	335.376
3994	19.96500	338.546	351.859	182.375	302.049	412.428	148.628	351.651	346.429	90.241	301.822	318.761	153.771	160.192	242.300	328.024	158.003	247.801	387.449	193.773	336.639	106.869	131.209	271.625	335.345
3995	19.97000	338.551	351.862	182.376	302.048	412.420	148.616	351.654	346.420	90.248	301.817	318.770	153.766	160.179	242.289	327.995	157.927	247.871	387.335	193.644	336.608	106.877	131.342	271.452	335.581
3996	19.97500	338.552	351.847	182.375	302.060	412.415	148.629	351.656	346.424	90.239	301.819	318.749	153.775	160.158	242.264	328.049	157.937	247.769	387.464	193.724	336.633	106.906	131.152	271.556	335.374
3997	19.98000	338.559	351.827	182.365	302.048	412.413	148.625	351.651	346.420	90.243	301.817	318.737	153.764	160.245	242.220	328.196	157.873	247.832	387.385	192.514	336.264	106.556	130.598	271.023	335.010
3998	19.98500	338.538	351.833	182.374	302.052	412.411	148.613	351.646	346.413	90.242	301.819	318.732	153.763	160.231	242.204	328.220	157.860	247.829	387.403	192.461	336.240	106.574	130.584	271.019	335.056
