NO_OF_FRAMES	6378
NO_OF_CAMERAS	14
NO_OF_MARKERS	8
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2023-06-20, 10:36:43.083	87607.09578570
DATA_INCLUDED	3D
MARKER_NAMES	skull_phantom1	skull_phantom2	skull_phantom3	skull_phantom4	catheter_tip1	catheter_tip2	catheter_tip3	catheter_tip4
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Virtual	Measured
Frame	Time	skull_phantom1 X	skull_phantom1 Y	skull_phantom1 Z	skull_phantom2 X	skull_phantom2 Y	skull_phantom2 Z	skull_phantom3 X	skull_phantom3 Y	skull_phantom3 Z	skull_phantom4 X	skull_phantom4 Y	skull_phantom4 Z	catheter_tip1 X	catheter_tip1 Y	catheter_tip1 Z	catheter_tip2 X	catheter_tip2 Y	catheter_tip2 Z	catheter_tip3 X	catheter_tip3 Y	catheter_tip3 Z	catheter_tip4 X	catheter_tip4 Y	catheter_tip4 Z	
102	0.50500	338.602	353.380	182.614	302.099	413.449	148.478	351.610	347.246	90.461	301.808	320.082	154.380	303.309	84.546	-20.453	356.261	72.260	3.580	60.980	67.469	-21.929	305.261	42.825	-19.820
103	0.51000	338.600	353.392	182.614	302.107	413.452	148.476	351.611	347.237	90.451	301.808	320.089	154.372	303.292	84.578	-20.437	356.262	72.243	3.578	60.925	67.779	-21.709	305.129	42.741	-19.779
104	0.51500	338.610	353.405	182.606	302.113	413.452	148.483	351.609	347.246	90.451	301.818	320.077	154.366	303.313	84.555	-20.440	356.272	72.255	3.579	60.988	67.450	-21.856	305.276	42.815	-19.808
105	0.52000	338.622	353.416	182.620	302.116	413.458	148.474	351.611	347.239	90.451	301.826	320.094	154.367	303.299	84.558	-20.440	356.254	72.257	3.587	60.977	67.407	-21.895	305.273	42.805	-19.805
106	0.52500	338.625	353.403	182.605	302.112	413.460	148.464	351.624	347.241	90.441	301.830	320.085	154.365	303.299	84.561	-20.454	356.267	72.263	3.579	60.985	67.426	-21.903	305.281	42.823	-19.813
107	0.53000	338.631	353.405	182.597	302.130	413.451	148.462	351.629	347.252	90.445	301.835	320.073	154.356	303.321	84.553	-20.451	356.266	72.265	3.576	60.994	67.404	-21.918	305.288	42.810	-19.813
108	0.53500	338.641	353.403	182.599	302.118	413.448	148.476	351.630	347.244	90.447	301.843	320.080	154.358	303.305	84.563	-20.446	356.263	72.255	3.579	60.985	67.431	-21.904	305.281	42.819	-19.821
109	0.54000	338.634	353.382	182.600	302.126	413.438	148.476	351.621	347.235	90.446	301.835	320.077	154.350	303.315	84.567	-20.456	356.270	72.265	3.577	60.992	67.475	-21.910	305.283	42.824	-19.807
110	0.54500	338.633	353.380	182.605	302.126	413.435	148.475	351.627	347.232	90.441	301.843	320.065	154.343	303.305	84.559	-20.455	356.272	72.265	3.581	60.990	67.404	-21.922	305.284	42.818	-19.819
111	0.55000	338.635	353.368	182.603	302.123	413.423	148.485	351.622	347.218	90.443	301.834	320.050	154.360	303.308	84.559	-20.436	356.271	72.265	3.589	60.985	67.426	-21.907	305.269	42.826	-19.829
112	0.55500	338.628	353.350	182.610	302.138	413.407	148.481	351.629	347.217	90.447	301.850	320.039	154.349	303.312	84.555	-20.443	356.267	72.265	3.577	60.988	67.428	-21.878	305.282	42.832	-19.815
113	0.56000	338.629	353.340	182.607	302.128	413.411	148.491	351.625	347.215	90.442	301.834	320.036	154.350	303.311	84.557	-20.441	356.271	72.254	3.573	60.936	67.719	-21.753	305.133	42.745	-19.806
114	0.56500	338.625	353.347	182.596	302.125	413.411	148.496	351.621	347.215	90.454	301.838	320.035	154.349	303.301	84.557	-20.442	356.269	72.267	3.571	60.992	67.299	-21.842	305.306	42.805	-19.809
115	0.57000	338.637	353.343	182.599	302.125	413.402	148.485	351.622	347.216	90.436	301.840	320.036	154.354	303.313	84.557	-20.445	356.268	72.258	3.574	60.994	67.407	-21.861	305.297	42.814	-19.799
116	0.57500	338.631	353.350	182.603	302.128	413.413	148.488	351.625	347.212	90.445	301.845	320.034	154.353	303.311	84.566	-20.426	356.268	72.259	3.577	60.941	67.653	-21.717	305.152	42.739	-19.794
117	0.58000	338.630	353.350	182.593	302.130	413.417	148.488	351.628	347.209	90.447	301.840	320.025	154.357	303.320	84.557	-20.457	356.270	72.251	3.574	61.000	67.435	-21.903	305.303	42.807	-19.796
118	0.58500	338.634	353.350	182.597	302.121	413.412	148.475	351.625	347.216	90.440	301.837	320.045	154.356	303.301	84.560	-20.442	356.273	72.252	3.575	60.990	67.376	-21.849	305.295	42.809	-19.814
119	0.59000	338.636	353.355	182.599	302.118	413.423	148.486	351.625	347.228	90.442	301.839	320.042	154.346	303.322	84.534	-20.466	356.267	72.256	3.573	60.997	67.427	-21.962	305.289	42.821	-19.819
120	0.59500	338.634	353.353	182.608	302.137	413.426	148.492	351.629	347.222	90.436	301.846	320.051	154.354	303.312	84.553	-20.451	356.270	72.261	3.584	60.994	67.405	-21.931	305.289	42.815	-19.815
121	0.60000	338.642	353.363	182.597	302.127	413.418	148.491	351.620	347.231	90.455	301.838	320.047	154.350	303.325	84.542	-20.436	356.268	72.255	3.571	60.938	67.754	-21.709	305.129	42.740	-19.777
122	0.60500	338.632	353.366	182.590	302.121	413.422	148.478	351.624	347.219	90.434	301.837	320.046	154.354	303.311	84.558	-20.434	356.273	72.244	3.582	60.989	67.441	-21.830	305.282	42.795	-19.797
123	0.61000	338.642	353.352	182.601	302.126	413.415	148.483	351.631	347.216	90.448	301.840	320.043	154.350	303.328	84.536	-20.454	356.263	72.256	3.577	60.995	67.441	-21.912	305.285	42.802	-19.791
124	0.61500	338.629	353.341	182.596	302.119	413.408	148.495	351.625	347.212	90.448	301.832	320.032	154.340	303.321	84.547	-20.456	356.264	72.253	3.582	60.993	67.454	-21.896	305.286	42.787	-19.773
125	0.62000	338.628	353.339	182.601	302.121	413.407	148.491	351.617	347.216	90.455	301.831	320.035	154.351	303.302	84.565	-20.436	356.268	72.255	3.583	60.984	67.398	-21.848	305.282	42.798	-19.803
126	0.62500	338.626	353.333	182.601	302.120	413.410	148.490	351.617	347.214	90.446	301.831	320.032	154.357	303.287	84.563	-20.448	356.270	72.254	3.574	60.976	67.442	-21.801	305.274	42.807	-19.787
127	0.63000	338.623	353.339	182.604	302.108	413.411	148.494	351.623	347.210	90.453	301.829	320.036	154.354	303.321	84.559	-20.443	356.263	72.257	3.589	60.998	67.392	-21.935	305.300	42.800	-19.802
128	0.63500	338.616	353.335	182.603	302.113	413.402	148.493	351.613	347.216	90.456	301.825	320.049	154.355	303.317	84.538	-20.451	356.258	72.264	3.577	60.982	67.440	-21.921	305.263	42.815	-19.816
129	0.64000	338.612	353.340	182.605	302.104	413.410	148.494	351.614	347.213	90.455	301.823	320.033	154.365	303.300	84.575	-20.435	356.266	72.263	3.579	60.990	67.338	-21.858	305.302	42.807	-19.814
130	0.64500	338.616	353.350	182.604	302.112	413.418	148.497	351.618	347.227	90.452	301.819	320.051	154.361	303.309	84.550	-20.435	356.263	72.255	3.577	60.983	67.398	-21.878	305.274	42.816	-19.832
131	0.65000	338.602	353.349	182.614	302.097	413.420	148.507	351.614	347.218	90.461	301.819	320.047	154.359	303.311	84.548	-20.461	356.263	72.254	3.576	60.988	67.447	-21.943	305.280	42.819	-19.816
132	0.65500	338.604	353.353	182.602	302.096	413.420	148.495	351.607	347.226	90.456	301.802	320.049	154.374	303.288	84.576	-20.427	356.262	72.255	3.580	60.980	67.348	-21.797	305.295	42.799	-19.797
133	0.66000	338.609	353.366	182.608	302.103	413.426	148.496	351.607	347.226	90.459	301.812	320.054	154.360	303.311	84.556	-20.452	356.270	72.252	3.573	60.935	67.779	-21.808	305.123	42.760	-19.817
134	0.66500	338.610	353.376	182.617	302.095	413.432	148.485	351.610	347.234	90.460	301.815	320.060	154.369	303.310	84.549	-20.438	356.258	72.254	3.590	60.984	67.417	-21.970	305.271	42.833	-19.848
135	0.67000	338.612	353.375	182.617	302.112	413.427	148.487	351.616	347.241	90.456	301.820	320.063	154.378	303.310	84.536	-20.446	356.264	72.245	3.596	60.990	67.411	-21.931	305.285	42.796	-19.789
136	0.67500	338.613	353.383	182.609	302.108	413.439	148.484	351.608	347.241	90.466	301.816	320.072	154.368	303.310	84.547	-20.450	356.262	72.252	3.581	60.992	67.381	-21.884	305.299	42.792	-19.783
137	0.68000	338.621	353.379	182.605	302.111	413.451	148.464	351.613	347.231	90.454	301.816	320.075	154.360	303.307	84.546	-20.447	356.264	72.255	3.576	60.982	67.445	-21.853	305.271	42.806	-19.795
138	0.68500	338.626	353.386	182.610	302.109	413.433	148.482	351.615	347.237	90.456	301.828	320.062	154.358	303.313	84.546	-20.441	356.262	72.263	3.587	60.989	67.393	-21.906	305.283	42.812	-19.804
139	0.69000	338.623	353.385	182.607	302.120	413.440	148.487	351.612	347.234	90.450	301.822	320.073	154.360	303.303	84.556	-20.442	356.258	72.246	3.581	60.984	67.405	-21.888	305.285	42.803	-19.809
140	0.69500	338.624	353.379	182.606	302.135	413.442	148.477	351.626	347.227	90.446	301.833	320.069	154.359	303.293	84.564	-20.444	356.264	72.247	3.577	60.928	67.726	-21.762	305.130	42.746	-19.803
141	0.70000	338.630	353.384	182.601	302.116	413.433	148.475	351.617	347.246	90.452	301.832	320.074	154.361	303.319	84.551	-20.448	356.265	72.263	3.580	60.994	67.401	-21.909	305.291	42.809	-19.803
142	0.70500	338.627	353.387	182.605	302.123	413.449	148.475	351.625	347.238	90.452	301.837	320.066	154.360	303.328	84.544	-20.439	356.265	72.261	3.581	60.946	67.674	-21.802	305.146	42.735	-19.795
143	0.71000	338.627	353.386	182.614	302.113	413.443	148.489	351.620	347.230	90.452	301.823	320.082	154.359	303.309	84.549	-20.453	356.275	72.257	3.581	60.991	67.429	-21.901	305.283	42.817	-19.810
144	0.71500	338.621	353.387	182.613	302.117	413.443	148.490	351.622	347.243	90.465	301.823	320.080	154.361	303.330	84.496	-20.461	356.270	72.261	3.574	60.946	67.705	-21.819	305.135	42.758	-19.786
145	0.72000	338.623	353.389	182.613	302.112	413.439	148.470	351.618	347.242	90.453	301.832	320.075	154.356	303.326	84.552	-20.444	356.265	72.274	3.584	60.990	67.415	-21.927	305.270	42.804	-19.817
146	0.72500	338.625	353.384	182.604	302.122	413.436	148.489	351.628	347.241	90.463	301.824	320.075	154.366	303.328	84.551	-20.449	356.273	72.262	3.583	60.998	67.453	-21.888	305.286	42.799	-19.784
147	0.73000	338.630	353.382	182.612	302.124	413.435	148.481	351.622	347.241	90.455	301.835	320.066	154.363	303.329	84.527	-20.443	356.276	72.262	3.573	61.004	67.352	-21.862	305.306	42.814	-19.800
148	0.73500	338.629	353.375	182.597	302.125	413.446	148.464	351.621	347.241	90.452	301.839	320.062	154.361	303.328	84.547	-20.436	356.276	72.259	3.580	61.004	67.381	-21.882	305.305	42.819	-19.810
149	0.74000	338.630	353.388	182.609	302.133	413.443	148.485	351.633	347.240	90.450	301.839	320.069	154.354	303.332	84.543	-20.452	356.275	72.258	3.582	61.004	67.431	-21.951	305.294	42.820	-19.817
150	0.74500	338.633	353.377	182.592	302.141	413.438	148.484	351.638	347.244	90.449	301.849	320.071	154.354	303.324	84.542	-20.424	356.283	72.252	3.574	61.002	67.354	-21.776	305.306	42.801	-19.795
151	0.75000	338.649	353.384	182.610	302.133	413.446	148.479	351.637	347.236	90.441	301.850	320.061	154.359	303.317	84.560	-20.448	356.284	72.246	3.583	61.003	67.447	-21.873	305.302	42.805	-19.794
152	0.75500	338.655	353.380	182.586	302.149	413.452	148.470	351.628	347.233	90.440	301.864	320.066	154.352	303.324	84.561	-20.459	356.278	72.255	3.576	61.000	67.475	-21.902	305.291	42.803	-19.796
153	0.76000	338.662	353.382	182.588	302.143	413.439	148.470	351.644	347.236	90.432	301.854	320.075	154.363	303.316	84.550	-20.443	356.267	72.259	3.582	60.942	67.679	-21.805	305.144	42.742	-19.801
154	0.76500	338.656	353.389	182.585	302.150	413.447	148.464	351.643	347.245	90.428	301.858	320.069	154.354	303.324	84.526	-20.448	356.277	72.259	3.584	61.002	67.350	-21.953	305.294	42.817	-19.831
155	0.77000	338.659	353.394	182.595	302.148	413.449	148.461	351.644	347.233	90.439	301.852	320.067	154.346	303.318	84.547	-20.417	356.274	72.263	3.575	60.992	67.339	-21.810	305.290	42.825	-19.831
156	0.77500	338.652	353.385	182.579	302.150	413.450	148.464	351.637	347.231	90.435	301.852	320.081	154.344	303.312	84.569	-20.452	356.275	72.261	3.583	60.997	67.436	-21.869	305.300	42.799	-19.775
157	0.78000	338.649	353.384	182.581	302.138	413.446	148.478	351.639	347.241	90.446	301.849	320.071	154.349	303.315	84.552	-20.458	356.272	72.261	3.576	60.996	67.423	-21.894	305.293	42.806	-19.793
158	0.78500	338.647	353.387	182.580	302.124	413.448	148.479	351.634	347.237	90.440	301.856	320.066	154.354	303.319	84.547	-20.456	356.270	72.259	3.584	60.946	67.725	-21.790	305.148	42.726	-19.756
159	0.79000	338.640	353.385	182.600	302.124	413.444	148.476	351.630	347.244	90.451	301.846	320.072	154.351	303.311	84.545	-20.432	356.267	72.261	3.581	60.987	67.401	-21.819	305.283	42.811	-19.788
160	0.79500	338.638	353.377	182.595	302.133	413.428	148.479	351.631	347.238	90.443	301.842	320.057	154.362	303.319	84.546	-20.451	356.269	72.259	3.572	60.994	67.408	-21.895	305.288	42.812	-19.813
161	0.80000	338.631	353.377	182.601	302.126	413.423	148.490	351.621	347.227	90.450	301.836	320.067	154.358	303.314	84.551	-20.453	356.260	72.251	3.588	60.989	67.446	-22.013	305.275	42.827	-19.845
162	0.80500	338.633	353.377	182.606	302.130	413.433	148.478	351.631	347.243	90.449	301.832	320.069	154.363	303.302	84.549	-20.437	356.274	72.260	3.565	60.987	67.341	-21.772	305.292	42.801	-19.799
163	0.81000	338.632	353.383	182.601	302.123	413.439	148.479	351.629	347.240	90.448	301.835	320.067	154.357	303.313	84.552	-20.453	356.269	72.265	3.580	60.939	67.736	-21.740	305.139	42.724	-19.747
164	0.81500	338.631	353.392	182.604	302.127	413.434	148.481	351.623	347.244	90.446	301.844	320.081	154.349	303.307	84.547	-20.441	356.271	72.253	3.581	60.940	67.684	-21.750	305.147	42.742	-19.782
165	0.82000	338.638	353.382	182.606	302.117	413.456	148.470	351.625	347.240	90.450	301.842	320.078	154.357	303.305	84.562	-20.429	356.262	72.250	3.581	60.987	67.365	-21.870	305.292	42.810	-19.822
166	0.82500	338.628	353.380	182.590	302.129	413.431	148.476	351.632	347.233	90.448	301.837	320.078	154.373	303.321	84.541	-20.439	356.263	72.258	3.578	60.942	67.663	-21.759	305.146	42.724	-19.777
167	0.83000	338.640	353.372	182.588	302.131	413.430	148.472	351.633	347.242	90.442	301.844	320.068	154.354	303.314	84.530	-20.443	356.270	72.252	3.587	60.992	67.378	-21.888	305.287	42.798	-19.795
168	0.83500	338.639	353.376	182.591	302.134	413.435	148.466	351.619	347.231	90.436	301.846	320.059	154.359	303.315	84.527	-20.443	356.259	72.259	3.569	60.986	67.362	-21.864	305.283	42.810	-19.810
169	0.84000	338.637	353.369	182.601	302.132	413.433	148.477	351.632	347.227	90.436	301.851	320.062	154.346	303.313	84.560	-20.448	356.265	72.252	3.581	60.946	67.644	-21.822	305.158	42.718	-19.798
170	0.84500	338.654	353.371	182.588	302.132	413.432	148.474	351.633	347.233	90.432	301.848	320.056	154.345	303.326	84.532	-20.442	356.264	72.250	3.586	61.002	67.350	-21.937	305.304	42.797	-19.806
171	0.85000	338.649	353.360	182.587	302.149	413.419	148.474	351.640	347.223	90.429	301.844	320.048	154.333	303.313	84.542	-20.438	356.275	72.248	3.580	60.993	67.403	-21.808	305.292	42.790	-19.774
172	0.85500	338.652	353.361	182.586	302.145	413.422	148.479	351.645	347.225	90.432	301.856	320.057	154.339	303.311	84.534	-20.450	356.274	72.262	3.573	60.989	67.372	-21.848	305.282	42.795	-19.797
173	0.86000	338.655	353.357	182.593	302.149	413.413	148.486	351.637	347.224	90.428	301.864	320.048	154.349	303.323	84.543	-20.431	356.263	72.263	3.584	60.941	67.686	-21.725	305.145	42.728	-19.757
174	0.86500	338.656	353.369	182.577	302.151	413.417	148.470	351.649	347.225	90.424	301.871	320.058	154.337	303.325	84.552	-20.459	356.269	72.267	3.581	61.003	67.412	-21.958	305.302	42.816	-19.805
175	0.87000	338.671	353.360	182.577	302.152	413.443	148.466	351.651	347.233	90.430	301.868	320.059	154.340	303.318	84.540	-20.442	356.277	72.257	3.581	60.999	67.393	-21.872	305.299	42.819	-19.802
176	0.87500	338.676	353.371	182.578	302.159	413.439	148.463	351.657	347.226	90.424	301.875	320.067	154.340	303.331	84.541	-20.444	356.274	72.255	3.580	60.999	67.459	-21.923	305.283	42.831	-19.825
177	0.88000	338.687	353.377	182.577	302.159	413.438	148.460	351.653	347.233	90.418	301.880	320.068	154.334	303.315	84.560	-20.438	356.283	72.261	3.575	60.999	67.369	-21.828	305.301	42.805	-19.805
178	0.88500	338.686	353.383	182.568	302.166	413.443	148.460	351.659	347.232	90.419	301.883	320.069	154.340	303.324	84.553	-20.443	356.288	72.255	3.573	60.949	67.757	-21.735	305.143	42.756	-19.796
179	0.89000	338.690	353.388	182.566	302.169	413.453	148.458	351.657	347.235	90.415	301.947	320.049	154.373	303.310	84.557	-20.444	356.283	72.254	3.589	61.002	67.384	-21.889	305.308	42.809	-19.798
180	0.89500	338.693	353.390	182.571	302.174	413.444	148.444	351.656	347.228	90.416	301.944	320.040	154.381	303.315	84.565	-20.434	356.281	72.262	3.578	60.996	67.401	-21.800	305.294	42.797	-19.788
181	0.90000	338.689	353.386	182.565	302.170	413.444	148.464	351.666	347.238	90.410	301.953	320.032	154.374	303.313	84.563	-20.454	356.278	72.258	3.587	60.948	67.714	-21.827	305.152	42.743	-19.792
182	0.90500	338.685	353.379	182.573	302.157	413.443	148.468	351.659	347.235	90.418	301.942	320.038	154.378	303.319	84.570	-20.448	356.285	72.252	3.582	61.009	67.386	-21.886	305.317	42.796	-19.799
183	0.91000	338.682	353.375	182.565	302.169	413.426	148.458	351.654	347.225	90.428	301.937	320.042	154.372	303.342	84.544	-20.456	356.282	72.253	3.587	60.962	67.740	-21.873	305.155	42.737	-19.793
184	0.91500	338.674	353.374	182.577	302.157	413.442	148.462	351.650	347.232	90.436	301.930	320.027	154.372	303.319	84.556	-20.432	356.282	72.256	3.579	61.004	67.353	-21.837	305.310	42.808	-19.807
185	0.92000	338.665	353.380	182.587	302.149	413.436	148.471	351.649	347.237	90.431	301.923	320.027	154.369	303.322	84.551	-20.437	356.276	72.263	3.588	61.003	67.330	-21.910	305.303	42.800	-19.816
186	0.92500	338.658	353.377	182.586	302.143	413.435	148.468	351.644	347.229	90.442	301.919	320.037	154.382	303.325	84.548	-20.440	356.278	72.246	3.584	61.005	67.390	-21.894	305.306	42.798	-19.805
187	0.93000	338.643	353.367	182.589	302.142	413.445	148.484	351.636	347.232	90.440	301.911	320.025	154.382	303.312	84.561	-20.418	356.285	72.249	3.575	60.998	67.352	-21.738	305.308	42.796	-19.791
188	0.93500	338.647	353.382	182.598	302.140	413.428	148.473	351.631	347.231	90.455	301.903	320.030	154.385	303.323	84.543	-20.448	356.281	72.254	3.587	61.001	67.432	-21.921	305.290	42.818	-19.811
189	0.94000	338.639	353.378	182.593	302.139	413.448	148.466	351.635	347.226	90.444	301.905	320.032	154.391	303.327	84.534	-20.461	356.270	72.261	3.577	61.002	67.392	-21.964	305.296	42.814	-19.816
190	0.94500	338.639	353.386	182.592	302.136	413.439	148.483	351.633	347.230	90.445	301.897	320.042	154.390	303.318	84.545	-20.431	356.266	72.255	3.583	60.991	67.384	-21.800	305.291	42.776	-19.764
191	0.95000	338.643	353.383	182.593	302.136	413.431	148.477	351.630	347.240	90.445	301.909	320.038	154.398	303.312	84.551	-20.441	356.262	72.258	3.582	60.935	67.716	-21.788	305.133	42.744	-19.793
192	0.95500	338.642	353.402	182.600	302.128	413.421	148.478	351.624	347.242	90.441	301.907	320.047	154.394	303.303	84.544	-20.429	356.261	72.247	3.576	60.982	67.378	-21.824	305.284	42.811	-19.810
193	0.96000	338.647	353.385	182.593	302.131	413.440	148.466	351.633	347.242	90.444	301.894	320.047	154.392	303.309	84.538	-20.444	356.247	72.247	3.586	60.985	67.363	-21.967	305.284	42.804	-19.825
194	0.96500	338.642	353.396	182.593	302.136	413.451	148.464	351.630	347.235	90.444	301.908	320.050	154.396	303.318	84.537	-20.442	356.258	72.258	3.575	60.979	67.461	-21.866	305.257	42.808	-19.806
195	0.97000	338.646	353.378	182.585	302.138	413.448	148.467	351.626	347.231	90.436	301.902	320.043	154.383	303.306	84.546	-20.441	356.266	72.247	3.582	60.980	67.461	-21.871	305.263	42.812	-19.812
196	0.97500	338.644	353.390	182.583	302.134	413.453	148.467	351.629	347.235	90.437	301.907	320.023	154.378	303.311	84.558	-20.440	356.263	72.245	3.570	60.986	67.457	-21.823	305.287	42.811	-19.795
197	0.98000	338.639	353.373	182.594	302.139	413.432	148.467	351.630	347.233	90.438	301.903	320.027	154.395	303.293	84.551	-20.441	356.266	72.247	3.579	60.981	67.389	-21.839	305.284	42.805	-19.802
198	0.98500	338.646	353.366	182.588	302.126	413.428	148.479	351.629	347.223	90.437	301.899	320.025	154.392	303.308	84.540	-20.425	356.260	72.248	3.582	60.980	67.387	-21.840	305.271	42.801	-19.812
199	0.99000	338.636	353.346	182.593	302.127	413.410	148.468	351.627	347.216	90.432	301.898	320.015	154.378	303.318	84.543	-20.439	356.250	72.240	3.583	60.988	67.425	-21.917	305.285	42.799	-19.804
200	0.99500	338.635	353.334	182.595	302.112	413.409	148.476	351.628	347.208	90.440	301.897	319.989	154.387	303.307	84.555	-20.438	356.249	72.255	3.576	60.976	67.443	-21.821	305.271	42.791	-19.776
201	1.00000	338.627	353.313	182.592	302.115	413.383	148.495	351.618	347.192	90.439	301.888	319.971	154.382	303.322	84.494	-20.459	356.257	72.250	3.574	60.982	67.428	-21.926	305.257	42.805	-19.806
202	1.00500	338.627	353.303	182.597	302.118	413.371	148.507	351.623	347.189	90.446	301.883	319.957	154.386	303.317	84.541	-20.448	356.260	72.253	3.583	60.935	67.725	-21.839	305.124	42.741	-19.808
203	1.01000	338.622	353.292	182.601	302.120	413.362	148.521	351.614	347.178	90.451	301.878	319.947	154.381	303.327	84.538	-20.463	356.260	72.250	3.571	60.993	67.448	-21.972	305.279	42.808	-19.827
204	1.01500	338.612	353.278	182.606	302.115	413.359	148.522	351.613	347.175	90.447	301.872	319.944	154.379	303.317	84.534	-20.449	356.258	72.236	3.577	60.991	67.410	-21.914	305.288	42.791	-19.805
205	1.02000	338.614	353.275	182.609	302.106	413.347	148.522	351.610	347.174	90.454	301.871	319.932	154.379	303.314	84.558	-20.432	356.253	72.249	3.577	60.981	67.434	-21.831	305.274	42.785	-19.789
206	1.02500	338.611	353.258	182.613	302.105	413.344	148.518	351.616	347.159	90.453	301.871	319.934	154.384	303.350	84.481	-20.484	356.260	72.237	3.571	60.956	67.744	-21.931	305.145	42.730	-19.783
207	1.03000	338.607	353.255	182.613	302.107	413.331	148.526	351.614	347.156	90.444	301.874	319.924	154.374	303.309	84.535	-20.432	356.263	72.234	3.574	60.987	67.379	-21.823	305.290	42.793	-19.803
208	1.03500	338.616	353.261	182.613	302.106	413.353	148.510	351.614	347.166	90.443	301.869	319.924	154.384	303.336	84.508	-20.449	356.258	72.242	3.587	60.946	67.738	-21.818	305.139	42.722	-19.755
209	1.04000	338.609	353.268	182.609	302.108	413.346	148.514	351.613	347.158	90.446	301.872	319.944	154.385	303.306	84.558	-20.445	356.255	72.241	3.582	60.992	67.357	-21.923	305.305	42.788	-19.807
210	1.04500	338.611	353.269	182.611	302.109	413.348	148.526	351.619	347.158	90.450	301.887	319.926	154.380	303.306	84.555	-20.443	356.262	72.239	3.578	60.984	67.439	-21.881	305.281	42.805	-19.813
211	1.05000	338.619	353.279	182.606	302.119	413.349	148.509	351.620	347.168	90.439	301.880	319.941	154.374	303.320	84.531	-20.457	356.270	72.241	3.586	60.998	67.443	-21.955	305.290	42.808	-19.804
212	1.05500	338.619	353.272	182.594	302.130	413.352	148.500	351.616	347.165	90.443	301.888	319.934	154.374	303.320	84.537	-20.451	356.261	72.242	3.582	60.995	67.385	-21.903	305.297	42.771	-19.782
213	1.06000	338.632	353.274	182.602	302.126	413.355	148.509	351.619	347.170	90.447	301.888	319.939	154.380	303.310	84.544	-20.445	356.268	72.252	3.575	60.993	67.368	-21.881	305.296	42.808	-19.813
214	1.06500	338.621	353.274	182.608	302.111	413.340	148.511	351.625	347.164	90.439	301.892	319.930	154.377	303.307	84.537	-20.454	356.270	72.247	3.575	60.989	67.398	-21.858	305.287	42.788	-19.787
215	1.07000	338.618	353.276	182.605	302.120	413.350	148.510	351.619	347.154	90.438	301.879	319.940	154.391	303.301	84.540	-20.435	356.264	72.258	3.587	60.988	67.313	-21.860	305.297	42.799	-19.794
216	1.07500	338.613	353.272	182.605	302.111	413.352	148.508	351.622	347.159	90.449	301.881	319.937	154.382	303.310	84.554	-20.444	356.270	72.246	3.584	60.934	67.754	-21.745	305.127	42.715	-19.769
217	1.08000	338.609	353.276	182.606	302.110	413.343	148.519	351.621	347.158	90.451	301.875	319.944	154.384	303.296	84.565	-20.420	356.267	72.240	3.585	60.984	67.392	-21.766	305.294	42.793	-19.779
218	1.08500	338.610	353.269	182.604	302.112	413.343	148.522	351.616	347.160	90.452	301.870	319.937	154.388	303.308	84.538	-20.449	356.259	72.248	3.582	60.983	67.447	-21.878	305.277	42.801	-19.781
219	1.09000	338.614	353.267	182.611	302.106	413.346	148.518	351.606	347.172	90.451	301.871	319.943	154.378	303.294	84.545	-20.436	356.263	72.248	3.576	60.979	67.378	-21.824	305.281	42.809	-19.806
220	1.09500	338.605	353.280	182.617	302.107	413.336	148.530	351.603	347.180	90.453	301.870	319.946	154.391	303.310	84.548	-20.448	356.262	72.251	3.588	60.992	67.381	-21.951	305.293	42.809	-19.816
221	1.10000	338.600	353.268	182.618	302.095	413.345	148.527	351.609	347.168	90.456	301.865	319.928	154.401	303.307	84.547	-20.444	356.264	72.244	3.583	60.997	67.328	-21.899	305.312	42.791	-19.800
222	1.10500	338.601	353.257	182.614	302.105	413.345	148.532	351.601	347.176	90.459	301.862	319.939	154.401	303.301	84.549	-20.457	356.263	72.256	3.584	60.985	67.397	-21.888	305.284	42.780	-19.775
223	1.11000	338.591	353.262	182.623	302.087	413.351	148.538	351.595	347.159	90.467	301.865	319.924	154.401	303.307	84.544	-20.443	356.256	72.242	3.578	60.932	67.686	-21.781	305.134	42.720	-19.793
224	1.11500	338.588	353.265	182.623	302.098	413.337	148.534	351.600	347.169	90.470	301.855	319.926	154.396	303.288	84.551	-20.435	356.253	72.254	3.580	60.919	67.680	-21.745	305.123	42.743	-19.795
225	1.12000	338.585	353.258	182.629	302.091	413.343	148.535	351.592	347.162	90.465	301.861	319.931	154.394	303.304	84.526	-20.460	356.261	72.244	3.582	60.981	67.440	-21.935	305.268	42.805	-19.805
226	1.12500	338.582	353.258	182.628	302.090	413.333	148.549	351.595	347.165	90.462	301.848	319.934	154.403	303.305	84.531	-20.446	356.255	72.249	3.580	60.978	67.414	-21.911	305.266	42.811	-19.818
227	1.13000	338.586	353.254	182.628	302.086	413.337	148.531	351.591	347.165	90.469	301.854	319.931	154.385	303.303	84.536	-20.443	356.258	72.238	3.585	60.980	67.408	-21.924	305.269	42.798	-19.824
228	1.13500	338.587	353.257	182.619	302.085	413.346	148.533	351.596	347.167	90.468	301.860	319.936	154.389	303.294	84.551	-20.431	356.246	72.252	3.580	60.967	67.399	-21.817	305.261	42.784	-19.790
