FRAME,TIME,PHANTOM,MARKER_NR,TRAJECTORY_TYPE,X,Y,Z
3104,15.51500,skull,phantom2,Measured,301.738,412.526,148.647
3104,15.51500,skull,phantom3,Measured,351.510,346.490,90.499
3104,15.51500,skull,phantom4,Measured,301.601,318.845,153.981
3104,15.51500,catheter,tip1,Measured,157.422,243.118,324.489
3104,15.51500,catheter,tip2,Measured,154.195,248.953,383.744
3104,15.51500,catheter,tip3,Virtual,193.675,336.215,103.130
3104,15.51500,catheter,tip4,Measured,127.888,272.149,330.841
3105,15.52000,skull,phantom1,Measured,338.308,351.968,182.568
3105,15.52000,skull,phantom2,Measured,301.734,412.529,148.654
3105,15.52000,skull,phantom3,Measured,351.511,346.480,90.495
3105,15.52000,skull,phantom4,Measured,301.602,318.861,153.974
3105,15.52000,catheter,tip1,Measured,157.181,243.044,324.305
3105,15.52000,catheter,tip2,Measured,154.099,249.075,383.809
3105,15.52000,catheter,tip3,Virtual,194.768,335.058,102.904
3105,15.52000,catheter,tip4,Measured,128.298,272.418,330.909
3106,15.52500,skull,phantom1,Measured,338.306,351.966,182.576
3106,15.52500,skull,phantom2,Measured,301.731,412.524,148.660
3106,15.52500,skull,phantom3,Measured,351.508,346.487,90.495
3106,15.52500,skull,phantom4,Measured,301.612,318.852,153.967
3106,15.52500,catheter,tip1,Measured,157.058,243.134,324.321
3106,15.52500,catheter,tip2,Measured,153.961,249.289,383.715
3106,15.52500,catheter,tip3,Virtual,194.631,334.807,102.794
3106,15.52500,catheter,tip4,Measured,128.305,272.440,331.041
3107,15.53000,skull,phantom1,Measured,338.315,351.957,182.579
3107,15.53000,skull,phantom2,Measured,301.733,412.528,148.645
3107,15.53000,skull,phantom3,Measured,351.509,346.482,90.489
3107,15.53000,skull,phantom4,Measured,301.612,318.859,153.972
3107,15.53000,catheter,tip1,Measured,156.928,243.213,324.279
3107,15.53000,catheter,tip2,Measured,153.894,249.321,383.775
3107,15.53000,catheter,tip3,Virtual,195.015,334.793,102.773
3107,15.53000,catheter,tip4,Measured,128.196,272.795,330.837
3108,15.53500,skull,phantom1,Measured,338.311,351.953,182.567
3108,15.53500,skull,phantom2,Measured,301.730,412.536,148.634
3108,15.53500,skull,phantom3,Measured,351.515,346.475,90.492
3108,15.53500,skull,phantom4,Measured,301.608,318.853,153.974
3108,15.53500,catheter,tip1,Measured,156.774,243.294,324.230
3108,15.53500,catheter,tip2,Measured,153.793,249.475,383.650
3108,15.53500,catheter,tip3,Virtual,194.612,334.736,102.666
3108,15.53500,catheter,tip4,Measured,128.218,272.781,331.015
3109,15.54000,skull,phantom1,Measured,338.311,351.955,182.572
3109,15.54000,skull,phantom2,Measured,301.732,412.532,148.654
3109,15.54000,skull,phantom3,Measured,351.517,346.469,90.495
3109,15.54000,skull,phantom4,Measured,301.614,318.850,153.978
3109,15.54000,catheter,tip1,Measured,156.639,243.361,324.159
3109,15.54000,catheter,tip2,Measured,153.775,249.422,383.690
3109,15.54000,catheter,tip3,Virtual,194.905,334.957,102.713
3109,15.54000,catheter,tip4,Measured,128.162,273.129,330.869
3110,15.54500,skull,phantom1,Measured,338.309,351.955,182.573
3110,15.54500,skull,phantom2,Measured,301.728,412.527,148.655
3110,15.54500,skull,phantom3,Measured,351.522,346.470,90.487
3110,15.54500,skull,phantom4,Measured,301.607,318.859,153.974
3110,15.54500,catheter,tip1,Measured,156.501,243.366,324.103
3110,15.54500,catheter,tip2,Measured,153.735,249.439,383.639
3110,15.54500,catheter,tip3,Virtual,194.960,334.804,102.622
3110,15.54500,catheter,tip4,Measured,128.168,273.296,330.848
3111,15.55000,skull,phantom1,Measured,338.309,351.947,182.568
3111,15.55000,skull,phantom2,Measured,301.727,412.510,148.653
3111,15.55000,skull,phantom3,Measured,351.523,346.460,90.497
3111,15.55000,skull,phantom4,Measured,301.604,318.843,153.979
3111,15.55000,catheter,tip1,Measured,156.375,243.365,324.003
3111,15.55000,catheter,tip2,Measured,153.694,249.460,383.509
3111,15.55000,catheter,tip3,Virtual,194.668,334.832,102.554
3111,15.55000,catheter,tip4,Measured,128.243,273.283,331.007
3112,15.55500,skull,phantom1,Measured,338.313,351.932,182.584
3112,15.55500,skull,phantom2,Measured,301.727,412.511,148.660
3112,15.55500,skull,phantom3,Measured,351.508,346.465,90.498
3112,15.55500,skull,phantom4,Measured,301.608,318.837,153.964
3112,15.55500,catheter,tip1,Measured,156.273,243.319,323.955
3112,15.55500,catheter,tip2,Measured,153.715,249.323,383.518
3112,15.55500,catheter,tip3,Virtual,194.909,334.846,102.546
3112,15.55500,catheter,tip4,Measured,128.205,273.526,330.858
3113,15.56000,skull,phantom1,Measured,338.301,351.925,182.580
3113,15.56000,skull,phantom2,Measured,301.731,412.512,148.641
3113,15.56000,skull,phantom3,Measured,351.510,346.457,90.503
3113,15.56000,skull,phantom4,Measured,301.600,318.839,153.969
3113,15.56000,catheter,tip1,Measured,156.178,243.296,323.853
3113,15.56000,catheter,tip2,Measured,153.734,249.211,383.441
3113,15.56000,catheter,tip3,Virtual,194.855,334.997,102.527
3113,15.56000,catheter,tip4,Measured,128.244,273.577,330.832
3114,15.56500,skull,phantom1,Measured,338.298,351.934,182.589
3114,15.56500,skull,phantom2,Measured,301.712,412.499,148.654
3114,15.56500,skull,phantom3,Measured,351.506,346.449,90.499
3114,15.56500,skull,phantom4,Measured,301.596,318.835,153.984
3114,15.56500,catheter,tip1,Measured,156.120,243.277,323.761
3114,15.56500,catheter,tip2,Measured,153.718,249.177,383.280
3114,15.56500,catheter,tip3,Virtual,194.580,335.178,102.508
3114,15.56500,catheter,tip4,Measured,128.320,273.486,330.966
3115,15.57000,skull,phantom1,Measured,338.292,351.921,182.581
3115,15.57000,skull,phantom2,Measured,301.712,412.495,148.660
3115,15.57000,skull,phantom3,Measured,351.505,346.453,90.505
3115,15.57000,skull,phantom4,Measured,301.590,318.820,153.986
3115,15.57000,catheter,tip1,Measured,156.100,243.226,323.679
3115,15.57000,catheter,tip2,Measured,153.760,248.986,383.297
3115,15.57000,catheter,tip3,Virtual,194.794,335.408,102.559
3115,15.57000,catheter,tip4,Measured,128.276,273.606,330.784
3116,15.57500,skull,phantom1,Measured,338.297,351.911,182.596
3116,15.57500,skull,phantom2,Measured,301.710,412.487,148.665
3116,15.57500,skull,phantom3,Measured,351.496,346.449,90.505
3116,15.57500,skull,phantom4,Measured,301.586,318.822,153.986
3116,15.57500,catheter,tip1,Measured,156.100,243.192,323.628
3116,15.57500,catheter,tip2,Measured,153.756,248.953,383.137
3116,15.57500,catheter,tip3,Virtual,194.476,335.547,102.535
3116,15.57500,catheter,tip4,Measured,128.336,273.407,330.901
3117,15.58000,skull,phantom1,Measured,338.287,351.915,182.592
3117,15.58000,skull,phantom2,Measured,301.707,412.478,148.652
3117,15.58000,skull,phantom3,Measured,351.505,346.441,90.510
3117,15.58000,skull,phantom4,Measured,301.587,318.824,153.983
3117,15.58000,catheter,tip1,Measured,156.126,243.145,323.559
3117,15.58000,catheter,tip2,Measured,153.801,248.799,383.151
3117,15.58000,catheter,tip3,Virtual,194.796,335.684,102.563
3117,15.58000,catheter,tip4,Measured,128.305,273.510,330.689
3118,15.58500,skull,phantom1,Measured,338.287,351.909,182.591
3118,15.58500,skull,phantom2,Measured,301.711,412.482,148.667
3118,15.58500,skull,phantom3,Measured,351.493,346.439,90.518
3118,15.58500,skull,phantom4,Measured,301.569,318.813,153.978
3118,15.58500,catheter,tip1,Measured,156.197,243.145,323.489
3118,15.58500,catheter,tip2,Measured,153.802,248.861,382.878
3118,15.58500,catheter,tip3,Virtual,194.242,335.890,102.472
3118,15.58500,catheter,tip4,Measured,128.356,273.239,330.839
3119,15.59000,skull,phantom1,Measured,338.269,351.915,182.592
3119,15.59000,skull,phantom2,Measured,301.693,412.477,148.653
3119,15.59000,skull,phantom3,Measured,351.491,346.441,90.517
3119,15.59000,skull,phantom4,Measured,301.576,318.806,153.989
3119,15.59000,catheter,tip1,Measured,156.236,243.112,323.414
3119,15.59000,catheter,tip2,Measured,153.833,248.752,382.924
3119,15.59000,catheter,tip3,Virtual,194.352,336.049,102.525
3119,15.59000,catheter,tip4,Measured,128.362,273.185,330.752
3120,15.59500,skull,phantom1,Measured,338.275,351.923,182.604
3120,15.59500,skull,phantom2,Measured,301.695,412.473,148.667
3120,15.59500,skull,phantom3,Measured,351.487,346.438,90.529
3120,15.59500,skull,phantom4,Measured,301.565,318.820,153.990
3120,15.59500,catheter,tip1,Measured,156.298,243.110,323.380
3120,15.59500,catheter,tip2,Measured,153.901,248.662,382.944
3120,15.59500,catheter,tip3,Virtual,194.565,336.160,102.520
3120,15.59500,catheter,tip4,Measured,128.312,273.259,330.523
3121,15.60000,skull,phantom1,Measured,338.263,351.916,182.596
3121,15.60000,skull,phantom2,Measured,301.685,412.472,148.671
3121,15.60000,skull,phantom3,Measured,351.481,346.440,90.531
3121,15.60000,skull,phantom4,Measured,301.559,318.815,153.997
3121,15.60000,catheter,tip1,Measured,156.362,243.149,323.354
3121,15.60000,catheter,tip2,Measured,153.907,248.761,382.836
3121,15.60000,catheter,tip3,Virtual,194.335,336.195,102.467
3121,15.60000,catheter,tip4,Measured,128.383,273.098,330.621
3122,15.60500,skull,phantom1,Measured,338.255,351.918,182.605
3122,15.60500,skull,phantom2,Measured,301.673,412.480,148.671
3122,15.60500,skull,phantom3,Measured,351.470,346.448,90.519
3122,15.60500,skull,phantom4,Measured,301.553,318.817,153.987
3122,15.60500,catheter,tip1,Measured,156.420,243.179,323.318
3122,15.60500,catheter,tip2,Measured,153.932,248.814,382.813
3122,15.60500,catheter,tip3,Virtual,194.286,336.218,102.418
3122,15.60500,catheter,tip4,Measured,128.378,273.087,330.577
3123,15.61000,skull,phantom1,Measured,338.251,351.906,182.611
3123,15.61000,skull,phantom2,Measured,301.671,412.482,148.668
3123,15.61000,skull,phantom3,Measured,351.473,346.453,90.528
3123,15.61000,skull,phantom4,Measured,301.550,318.813,154.005
3123,15.61000,catheter,tip1,Measured,156.459,243.254,323.326
3123,15.61000,catheter,tip2,Measured,153.963,248.909,382.805
3123,15.61000,catheter,tip3,Virtual,194.343,336.183,102.373
3123,15.61000,catheter,tip4,Measured,128.407,273.144,330.540
3124,15.61500,skull,phantom1,Measured,338.246,351.925,182.605
3124,15.61500,skull,phantom2,Measured,301.668,412.488,148.665
3124,15.61500,skull,phantom3,Measured,351.467,346.447,90.538
3124,15.61500,skull,phantom4,Measured,301.543,318.820,153.998
3124,15.61500,catheter,tip1,Measured,156.503,243.316,323.329
3124,15.61500,catheter,tip2,Measured,154.031,248.964,382.904
3124,15.61500,catheter,tip3,Virtual,194.558,336.111,102.331
3124,15.61500,catheter,tip4,Measured,128.369,273.346,330.376
3125,15.62000,skull,phantom1,Measured,338.244,351.927,182.612
3125,15.62000,skull,phantom2,Measured,301.660,412.489,148.661
3125,15.62000,skull,phantom3,Measured,351.460,346.452,90.534
3125,15.62000,skull,phantom4,Measured,301.542,318.830,153.997
3125,15.62000,catheter,tip1,Measured,156.516,243.401,323.348
3125,15.62000,catheter,tip2,Measured,154.044,249.117,382.931
3125,15.62000,catheter,tip3,Virtual,194.574,336.003,102.275
3125,15.62000,catheter,tip4,Measured,128.381,273.481,330.393
3126,15.62500,skull,phantom1,Measured,338.228,351.930,182.609
3126,15.62500,skull,phantom2,Measured,301.652,412.500,148.662
3126,15.62500,skull,phantom3,Measured,351.463,346.449,90.539
3126,15.62500,skull,phantom4,Measured,301.535,318.819,154.007
3126,15.62500,catheter,tip1,Measured,156.519,243.527,323.376
3126,15.62500,catheter,tip2,Measured,154.042,249.278,382.968
3126,15.62500,catheter,tip3,Virtual,194.679,335.994,102.269
3126,15.62500,catheter,tip4,Measured,128.403,273.644,330.412
3127,15.63000,skull,phantom1,Measured,338.230,351.932,182.610
3127,15.63000,skull,phantom2,Measured,301.653,412.503,148.676
3127,15.63000,skull,phantom3,Measured,351.461,346.454,90.538
3127,15.63000,skull,phantom4,Measured,301.541,318.825,153.992
3127,15.63000,catheter,tip1,Measured,156.483,243.671,323.395
3127,15.63000,catheter,tip2,Measured,154.023,249.545,382.906
3127,15.63000,catheter,tip3,Virtual,194.336,335.885,102.168
3127,15.63000,catheter,tip4,Measured,128.475,273.675,330.610
3128,15.63500,skull,phantom1,Measured,338.234,351.928,182.616
3128,15.63500,skull,phantom2,Measured,301.666,412.501,148.675
3128,15.63500,skull,phantom3,Measured,351.459,346.447,90.540
3128,15.63500,skull,phantom4,Measured,301.526,318.842,153.997
3128,15.63500,catheter,tip1,Measured,156.428,243.814,323.455
3128,15.63500,catheter,tip2,Measured,154.012,249.759,382.936
3128,15.63500,catheter,tip3,Virtual,194.401,335.640,102.071
3128,15.63500,catheter,tip4,Measured,128.488,273.874,330.605
3129,15.64000,skull,phantom1,Measured,338.226,351.932,182.614
3129,15.64000,skull,phantom2,Measured,301.653,412.522,148.692
3129,15.64000,skull,phantom3,Measured,351.457,346.450,90.546
3129,15.64000,skull,phantom4,Measured,301.527,318.830,154.006
3129,15.64000,catheter,tip1,Measured,156.369,243.985,323.446
3129,15.64000,catheter,tip2,Measured,154.023,249.903,383.032
3129,15.64000,catheter,tip3,Virtual,194.697,335.615,102.023
3129,15.64000,catheter,tip4,Measured,128.441,274.244,330.430
3130,15.64500,skull,phantom1,Measured,338.221,351.939,182.620
3130,15.64500,skull,phantom2,Measured,301.646,412.518,148.678
3130,15.64500,skull,phantom3,Measured,351.450,346.453,90.545
3130,15.64500,skull,phantom4,Measured,301.528,318.828,154.008
3130,15.64500,catheter,tip1,Measured,156.282,244.144,323.493
3130,15.64500,catheter,tip2,Measured,153.946,250.165,382.953
3130,15.64500,catheter,tip3,Virtual,194.606,335.465,101.952
3130,15.64500,catheter,tip4,Measured,128.519,274.338,330.600
3131,15.65000,skull,phantom1,Measured,338.224,351.933,182.621
3131,15.65000,skull,phantom2,Measured,301.644,412.524,148.687
3131,15.65000,skull,phantom3,Measured,351.450,346.452,90.542
3131,15.65000,skull,phantom4,Measured,301.520,318.832,154.010
3131,15.65000,catheter,tip1,Measured,156.192,244.290,323.479
3131,15.65000,catheter,tip2,Measured,153.891,250.363,382.949
3131,15.65000,catheter,tip3,Virtual,194.637,335.394,101.876
3131,15.65000,catheter,tip4,Measured,128.494,274.580,330.594
3132,15.65500,skull,phantom1,Measured,338.218,351.945,182.615
3132,15.65500,skull,phantom2,Measured,301.646,412.528,148.688
3132,15.65500,skull,phantom3,Measured,351.457,346.463,90.541
3132,15.65500,skull,phantom4,Measured,301.523,318.826,154.006
3132,15.65500,catheter,tip1,Measured,156.086,244.400,323.481
3132,15.65500,catheter,tip2,Measured,153.829,250.520,382.962
3132,15.65500,catheter,tip3,Virtual,194.737,335.262,101.823
3132,15.65500,catheter,tip4,Measured,128.495,274.799,330.613
3133,15.66000,skull,phantom1,Measured,338.223,351.950,182.619
3133,15.66000,skull,phantom2,Measured,301.640,412.531,148.689
3133,15.66000,skull,phantom3,Measured,351.450,346.467,90.548
3133,15.66000,skull,phantom4,Measured,301.530,318.831,154.026
3133,15.66000,catheter,tip1,Measured,155.988,244.540,323.472
3133,15.66000,catheter,tip2,Measured,153.793,250.589,383.044
3133,15.66000,catheter,tip3,Virtual,195.095,335.342,101.839
3133,15.66000,catheter,tip4,Measured,128.423,275.157,330.439
3134,15.66500,skull,phantom1,Measured,338.230,351.945,182.618
3134,15.66500,skull,phantom2,Measured,301.644,412.540,148.675
3134,15.66500,skull,phantom3,Measured,351.452,346.471,90.544
3134,15.66500,skull,phantom4,Measured,301.519,318.854,154.012
3134,15.66500,catheter,tip1,Measured,155.838,244.624,323.445
3134,15.66500,catheter,tip2,Measured,153.674,250.781,382.927
3134,15.66500,catheter,tip3,Virtual,194.971,335.088,101.705
3134,15.66500,catheter,tip4,Measured,128.465,275.212,330.560
3135,15.67000,skull,phantom1,Measured,338.226,351.970,182.621
3135,15.67000,skull,phantom2,Measured,301.647,412.554,148.673
3135,15.67000,skull,phantom3,Measured,351.455,346.463,90.543
3135,15.67000,skull,phantom4,Measured,301.523,318.851,154.017
3135,15.67000,catheter,tip1,Measured,155.690,244.689,323.423
3135,15.67000,catheter,tip2,Measured,153.577,250.849,382.907
3135,15.67000,catheter,tip3,Virtual,194.953,335.071,101.677
3135,15.67000,catheter,tip4,Measured,128.418,275.351,330.574
3136,15.67500,skull,phantom1,Measured,338.228,351.965,182.628
3136,15.67500,skull,phantom2,Measured,301.659,412.536,148.668
3136,15.67500,skull,phantom3,Measured,351.452,346.476,90.541
3136,15.67500,skull,phantom4,Measured,301.529,318.848,154.015
3136,15.67500,catheter,tip1,Measured,155.529,244.755,323.383
3136,15.67500,catheter,tip2,Measured,153.518,250.792,382.936
3136,15.67500,catheter,tip3,Virtual,195.378,335.142,101.699
3136,15.67500,catheter,tip4,Measured,128.361,275.681,330.378
3137,15.68000,skull,phantom1,Measured,338.230,351.979,182.625
3137,15.68000,skull,phantom2,Measured,301.644,412.546,148.675
3137,15.68000,skull,phantom3,Measured,351.452,346.474,90.543
3137,15.68000,skull,phantom4,Measured,301.526,318.864,154.014
3137,15.68000,catheter,tip1,Measured,155.387,244.798,323.304
3137,15.68000,catheter,tip2,Measured,153.450,250.807,382.913
3137,15.68000,catheter,tip3,Virtual,195.412,335.190,101.678
3137,15.68000,catheter,tip4,Measured,128.352,275.836,330.375
3138,15.68500,skull,phantom1,Measured,338.231,351.968,182.625
3138,15.68500,skull,phantom2,Measured,301.652,412.539,148.672
3138,15.68500,skull,phantom3,Measured,351.468,346.467,90.554
3138,15.68500,skull,phantom4,Measured,301.529,318.865,154.022
3138,15.68500,catheter,tip1,Measured,155.233,244.774,323.206
3138,15.68500,catheter,tip2,Measured,153.335,250.741,382.795
3138,15.68500,catheter,tip3,Virtual,195.595,335.244,101.666
3138,15.68500,catheter,tip4,Measured,128.344,275.956,330.344
3139,15.69000,skull,phantom1,Measured,338.229,351.966,182.625
3139,15.69000,skull,phantom2,Measured,301.645,412.544,148.672
3139,15.69000,skull,phantom3,Measured,351.459,346.471,90.558
3139,15.69000,skull,phantom4,Measured,301.535,318.863,154.015
3139,15.69000,catheter,tip1,Measured,155.078,244.793,323.121
3139,15.69000,catheter,tip2,Measured,153.227,250.741,382.623
3139,15.69000,catheter,tip3,Virtual,195.409,335.367,101.645
3139,15.69000,catheter,tip4,Measured,128.396,275.895,330.475
3140,15.69500,skull,phantom1,Measured,338.231,351.966,182.630
3140,15.69500,skull,phantom2,Measured,301.636,412.570,148.675
3140,15.69500,skull,phantom3,Measured,351.458,346.477,90.554
3140,15.69500,skull,phantom4,Measured,301.527,318.860,154.023
3140,15.69500,catheter,tip1,Measured,154.952,244.797,323.033
3140,15.69500,catheter,tip2,Measured,153.204,250.559,382.633
3140,15.69500,catheter,tip3,Virtual,195.781,335.634,101.722
3140,15.69500,catheter,tip4,Measured,128.357,276.146,330.282
3141,15.70000,skull,phantom1,Measured,338.225,351.979,182.628
3141,15.70000,skull,phantom2,Measured,301.653,412.561,148.668
3141,15.70000,skull,phantom3,Measured,351.466,346.481,90.559
3141,15.70000,skull,phantom4,Measured,301.532,318.872,154.034
3141,15.70000,catheter,tip1,Measured,154.857,244.792,322.929
3141,15.70000,catheter,tip2,Measured,153.141,250.544,382.458
3141,15.70000,catheter,tip3,Virtual,195.634,335.752,101.686
3141,15.70000,catheter,tip4,Measured,128.428,276.073,330.381
3142,15.70500,skull,phantom1,Measured,338.223,351.984,182.638
3142,15.70500,skull,phantom2,Measured,301.638,412.551,148.683
3142,15.70500,skull,phantom3,Measured,351.465,346.472,90.572
3142,15.70500,skull,phantom4,Measured,301.531,318.872,154.014
3142,15.70500,catheter,tip1,Measured,154.783,244.756,322.864
3142,15.70500,catheter,tip2,Measured,153.166,250.447,382.414
3142,15.70500,catheter,tip3,Virtual,195.629,335.782,101.662
3142,15.70500,catheter,tip4,Measured,128.474,276.127,330.367
3143,15.71000,skull,phantom1,Measured,338.227,351.982,182.631
3143,15.71000,skull,phantom2,Measured,301.646,412.558,148.676
3143,15.71000,skull,phantom3,Measured,351.457,346.488,90.562
3143,15.71000,skull,phantom4,Measured,301.532,318.878,154.026
3143,15.71000,catheter,tip1,Measured,154.771,244.747,322.765
3143,15.71000,catheter,tip2,Measured,153.170,250.345,382.293
3143,15.71000,catheter,tip3,Virtual,195.742,336.095,101.708
3143,15.71000,catheter,tip4,Measured,128.526,276.166,330.338
3144,15.71500,skull,phantom1,Measured,338.228,351.993,182.625
3144,15.71500,skull,phantom2,Measured,301.644,412.563,148.668
3144,15.71500,skull,phantom3,Measured,351.470,346.495,90.565
3144,15.71500,skull,phantom4,Measured,301.530,318.900,154.025
3144,15.71500,catheter,tip1,Measured,154.769,244.736,322.715
3144,15.71500,catheter,tip2,Measured,153.243,250.199,382.314
3144,15.71500,catheter,tip3,Virtual,195.987,336.270,101.741
3144,15.71500,catheter,tip4,Measured,128.522,276.329,330.159
3145,15.72000,skull,phantom1,Measured,338.237,352.007,182.629
3145,15.72000,skull,phantom2,Measured,301.635,412.577,148.658
3145,15.72000,skull,phantom3,Measured,351.469,346.493,90.563
3145,15.72000,skull,phantom4,Measured,301.531,318.892,154.038
3145,15.72000,catheter,tip1,Measured,154.810,244.722,322.657
3145,15.72000,catheter,tip2,Measured,153.295,250.217,382.195
3145,15.72000,catheter,tip3,Virtual,195.719,336.340,101.694
3145,15.72000,catheter,tip4,Measured,128.634,276.179,330.289
3146,15.72500,skull,phantom1,Measured,338.230,352.017,182.635
3146,15.72500,skull,phantom2,Measured,301.650,412.577,148.669
3146,15.72500,skull,phantom3,Measured,351.471,346.513,90.555
3146,15.72500,skull,phantom4,Measured,301.542,318.905,154.026
3146,15.72500,catheter,tip1,Measured,154.878,244.735,322.631
3146,15.72500,catheter,tip2,Measured,153.374,250.216,382.165
3146,15.72500,catheter,tip3,Virtual,195.679,336.453,101.692
3146,15.72500,catheter,tip4,Measured,128.695,276.181,330.297
3147,15.73000,skull,phantom1,Measured,338.249,351.998,182.618
3147,15.73000,skull,phantom2,Measured,301.650,412.574,148.669
3147,15.73000,skull,phantom3,Measured,351.485,346.511,90.541
3147,15.73000,skull,phantom4,Measured,301.556,318.895,154.016
3147,15.73000,catheter,tip1,Measured,154.988,244.739,322.647
3147,15.73000,catheter,tip2,Measured,153.519,250.163,382.246
3147,15.73000,catheter,tip3,Virtual,195.914,336.451,101.685
3147,15.73000,catheter,tip4,Measured,128.712,276.330,330.125
3148,15.73500,skull,phantom1,Measured,338.273,351.967,182.610
3148,15.73500,skull,phantom2,Measured,301.678,412.542,148.664
3148,15.73500,skull,phantom3,Measured,351.490,346.487,90.521
3148,15.73500,skull,phantom4,Measured,301.575,318.865,154.002
3148,15.73500,catheter,tip1,Measured,155.123,244.794,322.638
3148,15.73500,catheter,tip2,Measured,153.606,250.286,382.186
3148,15.73500,catheter,tip3,Virtual,195.628,336.578,101.674
3148,15.73500,catheter,tip4,Measured,128.831,276.172,330.289
3149,15.74000,skull,phantom1,Measured,338.279,351.938,182.594
3149,15.74000,skull,phantom2,Measured,301.706,412.522,148.673
3149,15.74000,skull,phantom3,Measured,351.489,346.454,90.508
3149,15.74000,skull,phantom4,Measured,301.565,318.847,153.990
3149,15.74000,catheter,tip1,Measured,155.250,244.862,322.641
3149,15.74000,catheter,tip2,Measured,153.751,250.338,382.191
3149,15.74000,catheter,tip3,Virtual,195.474,336.776,101.685
3149,15.74000,catheter,tip4,Measured,128.915,276.180,330.329
3150,15.74500,skull,phantom1,Measured,338.278,351.929,182.597
3150,15.74500,skull,phantom2,Measured,301.703,412.526,148.684
3150,15.74500,skull,phantom3,Measured,351.495,346.443,90.512
3150,15.74500,skull,phantom4,Measured,301.569,318.830,153.984
3150,15.74500,catheter,tip1,Measured,155.378,244.935,322.602
3150,15.74500,catheter,tip2,Measured,153.985,250.321,382.269
3150,15.74500,catheter,tip3,Virtual,195.486,336.974,101.660
3150,15.74500,catheter,tip4,Measured,128.976,276.381,330.184
3151,15.75000,skull,phantom1,Measured,338.274,351.925,182.597
3151,15.75000,skull,phantom2,Measured,301.683,412.531,148.683
3151,15.75000,skull,phantom3,Measured,351.500,346.469,90.515
3151,15.75000,skull,phantom4,Measured,301.580,318.834,153.988
3151,15.75000,catheter,tip1,Measured,155.471,245.001,322.566
3151,15.75000,catheter,tip2,Measured,154.191,250.395,382.231
3151,15.75000,catheter,tip3,Virtual,195.182,337.037,101.554
3151,15.75000,catheter,tip4,Measured,129.101,276.464,330.223
3152,15.75500,skull,phantom1,Measured,338.292,351.951,182.592
3152,15.75500,skull,phantom2,Measured,301.694,412.544,148.682
3152,15.75500,skull,phantom3,Measured,351.497,346.469,90.503
3152,15.75500,skull,phantom4,Measured,301.582,318.845,153.986
3152,15.75500,catheter,tip1,Measured,155.563,245.113,322.536
3152,15.75500,catheter,tip2,Measured,154.361,250.555,382.123
3152,15.75500,catheter,tip3,Virtual,194.645,337.220,101.470
3152,15.75500,catheter,tip4,Measured,129.261,276.443,330.415
3153,15.76000,skull,phantom1,Measured,338.294,351.938,182.588
3153,15.76000,skull,phantom2,Measured,301.707,412.538,148.669
3153,15.76000,skull,phantom3,Measured,351.499,346.469,90.486
3153,15.76000,skull,phantom4,Measured,301.588,318.843,153.972
3153,15.76000,catheter,tip1,Measured,155.646,245.262,322.508
3153,15.76000,catheter,tip2,Measured,154.617,250.596,382.162
3153,15.76000,catheter,tip3,Virtual,194.489,337.491,101.409
3153,15.76000,catheter,tip4,Measured,129.315,276.742,330.283
3154,15.76500,skull,phantom1,Measured,338.299,351.943,182.579
3154,15.76500,skull,phantom2,Measured,301.710,412.545,148.676
3154,15.76500,skull,phantom3,Measured,351.492,346.467,90.483
3154,15.76500,skull,phantom4,Measured,301.592,318.835,153.967
3154,15.76500,catheter,tip1,Measured,155.701,245.400,322.508
3154,15.76500,catheter,tip2,Measured,154.743,250.788,382.151
3154,15.76500,catheter,tip3,Virtual,194.219,337.484,101.293
3154,15.76500,catheter,tip4,Measured,129.376,276.880,330.314
3155,15.77000,skull,phantom1,Measured,338.290,351.956,182.584
3155,15.77000,skull,phantom2,Measured,301.711,412.559,148.657
3155,15.77000,skull,phantom3,Measured,351.496,346.469,90.488
3155,15.77000,skull,phantom4,Measured,301.588,318.844,153.982
3155,15.77000,catheter,tip1,Measured,155.761,245.583,322.542
3155,15.77000,catheter,tip2,Measured,154.796,251.029,382.156
3155,15.77000,catheter,tip3,Virtual,194.093,337.491,101.212
3155,15.77000,catheter,tip4,Measured,129.380,277.004,330.300
3156,15.77500,skull,phantom1,Measured,338.291,351.964,182.594
3156,15.77500,skull,phantom2,Measured,301.702,412.568,148.682
3156,15.77500,skull,phantom3,Measured,351.495,346.494,90.487
3156,15.77500,skull,phantom4,Measured,301.580,318.863,153.977
3156,15.77500,catheter,tip1,Measured,155.784,245.771,322.565
3156,15.77500,catheter,tip2,Measured,154.774,251.368,382.104
3156,15.77500,catheter,tip3,Virtual,193.652,337.422,101.081
3156,15.77500,catheter,tip4,Measured,129.371,276.991,330.428
3157,15.78000,skull,phantom1,Measured,338.293,351.974,182.581
3157,15.78000,skull,phantom2,Measured,301.699,412.574,148.653
3157,15.78000,skull,phantom3,Measured,351.498,346.486,90.470
3157,15.78000,skull,phantom4,Measured,301.583,318.862,153.977
3157,15.78000,catheter,tip1,Measured,155.795,246.022,322.627
3157,15.78000,catheter,tip2,Measured,154.706,251.653,382.225
3157,15.78000,catheter,tip3,Virtual,194.056,337.343,101.032
3157,15.78000,catheter,tip4,Measured,129.225,277.330,330.184
3158,15.78500,skull,phantom1,Measured,338.311,351.962,182.557
3158,15.78500,skull,phantom2,Measured,301.723,412.529,148.655
3158,15.78500,skull,phantom3,Measured,351.501,346.478,90.465
