FRAME,TIME,PHANTOM,MARKER_NR,TRAJECTORY_TYPE,X,Y,Z
55,0.27000,catheter,tip3,Virtual,60.979,67.388,-21.822
55,0.27000,catheter,tip4,Measured,305.273,42.816,-19.814
56,0.27500,skull,phantom1,Measured,338.636,353.358,182.579
56,0.27500,skull,phantom2,Measured,302.129,413.419,148.472
56,0.27500,skull,phantom3,Measured,351.617,347.217,90.411
56,0.27500,skull,phantom4,Measured,301.842,320.049,154.349
56,0.27500,catheter,tip1,Measured,303.308,84.547,-20.424
56,0.27500,catheter,tip2,Measured,356.262,72.260,3.586
56,0.27500,catheter,tip3,Virtual,60.982,67.367,-21.849
56,0.27500,catheter,tip4,Measured,305.274,42.803,-19.811
57,0.28000,skull,phantom1,Measured,338.634,353.354,182.580
57,0.28000,skull,phantom2,Measured,302.125,413.422,148.480
57,0.28000,skull,phantom3,Measured,351.622,347.224,90.425
57,0.28000,skull,phantom4,Measured,301.837,320.054,154.348
57,0.28000,catheter,tip1,Measured,303.327,84.534,-20.445
57,0.28000,catheter,tip2,Measured,356.262,72.252,3.586
57,0.28000,catheter,tip3,Virtual,60.938,67.793,-21.821
57,0.28000,catheter,tip4,Measured,305.120,42.752,-19.788
58,0.28500,skull,phantom1,Measured,338.634,353.357,182.590
58,0.28500,skull,phantom2,Measured,302.128,413.405,148.484
58,0.28500,skull,phantom3,Measured,351.616,347.223,90.420
58,0.28500,skull,phantom4,Measured,301.831,320.040,154.335
58,0.28500,catheter,tip1,Measured,303.298,84.550,-20.446
58,0.28500,catheter,tip2,Measured,356.264,72.252,3.577
58,0.28500,catheter,tip3,Virtual,60.988,67.351,-21.866
58,0.28500,catheter,tip4,Measured,305.298,42.802,-19.799
59,0.29000,skull,phantom1,Measured,338.620,353.360,182.586
59,0.29000,skull,phantom2,Measured,302.131,413.421,148.487
59,0.29000,skull,phantom3,Measured,351.614,347.221,90.420
59,0.29000,skull,phantom4,Measured,301.819,320.049,154.354
59,0.29000,catheter,tip1,Measured,303.315,84.541,-20.435
59,0.29000,catheter,tip2,Measured,356.259,72.250,3.584
59,0.29000,catheter,tip3,Virtual,60.982,67.468,-21.870
59,0.29000,catheter,tip4,Measured,305.267,42.816,-19.800
60,0.29500,skull,phantom1,Measured,338.621,353.344,182.590
60,0.29500,skull,phantom2,Measured,302.117,413.417,148.479
60,0.29500,skull,phantom3,Measured,351.620,347.217,90.427
60,0.29500,skull,phantom4,Measured,301.824,320.042,154.349
60,0.29500,catheter,tip1,Measured,303.292,84.557,-20.430
60,0.29500,catheter,tip2,Measured,356.262,72.250,3.579
60,0.29500,catheter,tip3,Virtual,60.980,67.375,-21.799
60,0.29500,catheter,tip4,Measured,305.291,42.810,-19.793
61,0.30000,skull,phantom1,Measured,338.656,353.322,182.602
61,0.30000,skull,phantom2,Measured,302.115,413.413,148.489
61,0.30000,skull,phantom3,Measured,351.611,347.212,90.430
61,0.30000,skull,phantom4,Measured,301.817,320.039,154.353
61,0.30000,catheter,tip1,Measured,303.301,84.539,-20.448
61,0.30000,catheter,tip2,Measured,356.268,72.256,3.582
61,0.30000,catheter,tip3,Virtual,60.982,67.411,-21.876
61,0.30000,catheter,tip4,Measured,305.273,42.810,-19.803
62,0.30500,skull,phantom1,Measured,338.605,353.347,182.599
62,0.30500,skull,phantom2,Measured,302.097,413.419,148.489
62,0.30500,skull,phantom3,Measured,351.613,347.214,90.432
62,0.30500,skull,phantom4,Measured,301.809,320.039,154.348
62,0.30500,catheter,tip1,Measured,303.296,84.552,-20.430
62,0.30500,catheter,tip2,Measured,356.259,72.252,3.586
62,0.30500,catheter,tip3,Virtual,60.978,67.393,-21.829
62,0.30500,catheter,tip4,Measured,305.279,42.805,-19.792
63,0.31000,skull,phantom1,Measured,338.604,353.338,182.606
63,0.31000,skull,phantom2,Measured,302.096,413.410,148.504
63,0.31000,skull,phantom3,Measured,351.598,347.217,90.429
63,0.31000,skull,phantom4,Measured,301.805,320.027,154.355
63,0.31000,catheter,tip1,Measured,303.304,84.531,-20.455
63,0.31000,catheter,tip2,Measured,356.254,72.250,3.579
63,0.31000,catheter,tip3,Virtual,60.982,67.409,-21.933
63,0.31000,catheter,tip4,Measured,305.280,42.820,-19.811
64,0.31500,skull,phantom1,Measured,338.602,353.346,182.598
64,0.31500,skull,phantom2,Measured,302.100,413.415,148.496
64,0.31500,skull,phantom3,Measured,351.595,347.219,90.439
64,0.31500,skull,phantom4,Measured,301.807,320.034,154.365
64,0.31500,catheter,tip1,Measured,303.318,84.506,-20.469
64,0.31500,catheter,tip2,Measured,356.242,72.263,3.579
64,0.31500,catheter,tip3,Virtual,60.981,67.421,-22.015
64,0.31500,catheter,tip4,Measured,305.264,42.824,-19.814
65,0.32000,skull,phantom1,Measured,338.586,353.342,182.611
65,0.32000,skull,phantom2,Measured,302.092,413.417,148.500
65,0.32000,skull,phantom3,Measured,351.601,347.206,90.443
65,0.32000,skull,phantom4,Measured,301.803,320.040,154.363
65,0.32000,catheter,tip1,Measured,303.293,84.564,-20.429
65,0.32000,catheter,tip2,Measured,356.259,72.262,3.580
65,0.32000,catheter,tip3,Virtual,60.919,67.725,-21.659
65,0.32000,catheter,tip4,Measured,305.119,42.729,-19.757
66,0.32500,skull,phantom1,Measured,338.586,353.348,182.621
66,0.32500,skull,phantom2,Measured,302.096,413.404,148.504
66,0.32500,skull,phantom3,Measured,351.595,347.211,90.444
66,0.32500,skull,phantom4,Measured,301.787,320.029,154.366
66,0.32500,catheter,tip1,Measured,303.306,84.534,-20.462
66,0.32500,catheter,tip2,Measured,356.260,72.252,3.579
66,0.32500,catheter,tip3,Virtual,60.989,67.363,-21.957
66,0.32500,catheter,tip4,Measured,305.290,42.801,-19.813
67,0.33000,skull,phantom1,Measured,338.581,353.340,182.606
67,0.33000,skull,phantom2,Measured,302.088,413.401,148.512
67,0.33000,skull,phantom3,Measured,351.594,347.218,90.448
67,0.33000,skull,phantom4,Measured,301.798,320.036,154.350
67,0.33000,catheter,tip1,Measured,303.288,84.557,-20.443
67,0.33000,catheter,tip2,Measured,356.256,72.269,3.575
67,0.33000,catheter,tip3,Virtual,60.923,67.649,-21.728
67,0.33000,catheter,tip4,Measured,305.132,42.738,-19.781
68,0.33500,skull,phantom1,Measured,338.583,353.344,182.595
68,0.33500,skull,phantom2,Measured,302.083,413.422,148.503
68,0.33500,skull,phantom3,Measured,351.592,347.216,90.447
68,0.33500,skull,phantom4,Measured,301.797,320.037,154.359
68,0.33500,catheter,tip1,Measured,303.309,84.511,-20.480
68,0.33500,catheter,tip2,Measured,356.242,72.258,3.577
68,0.33500,catheter,tip3,Virtual,60.981,67.407,-22.041
68,0.33500,catheter,tip4,Measured,305.272,42.817,-19.815
69,0.34000,skull,phantom1,Measured,338.588,353.344,182.607
69,0.34000,skull,phantom2,Measured,302.094,413.410,148.503
69,0.34000,skull,phantom3,Measured,351.596,347.219,90.441
69,0.34000,skull,phantom4,Measured,301.799,320.033,154.362
69,0.34000,catheter,tip1,Measured,303.305,84.538,-20.449
69,0.34000,catheter,tip2,Measured,356.254,72.255,3.584
69,0.34000,catheter,tip3,Virtual,60.978,67.448,-21.936
69,0.34000,catheter,tip4,Measured,305.265,42.826,-19.816
70,0.34500,skull,phantom1,Measured,338.591,353.349,182.604
70,0.34500,skull,phantom2,Measured,302.095,413.406,148.493
70,0.34500,skull,phantom3,Measured,351.593,347.222,90.451
70,0.34500,skull,phantom4,Measured,301.802,320.046,154.373
70,0.34500,catheter,tip1,Measured,303.303,84.548,-20.442
70,0.34500,catheter,tip2,Measured,356.259,72.263,3.580
70,0.34500,catheter,tip3,Virtual,60.978,67.398,-21.896
70,0.34500,catheter,tip4,Measured,305.266,42.815,-19.823
71,0.35000,skull,phantom1,Measured,338.592,353.350,182.605
71,0.35000,skull,phantom2,Measured,302.087,413.416,148.489
71,0.35000,skull,phantom3,Measured,351.597,347.230,90.441
71,0.35000,skull,phantom4,Measured,301.804,320.046,154.357
71,0.35000,catheter,tip1,Measured,303.293,84.574,-20.433
71,0.35000,catheter,tip2,Measured,356.251,72.250,3.582
71,0.35000,catheter,tip3,Virtual,60.965,67.519,-21.821
71,0.35000,catheter,tip4,Measured,305.251,42.811,-19.792
72,0.35500,skull,phantom1,Measured,338.599,353.351,182.613
72,0.35500,skull,phantom2,Measured,302.087,413.419,148.493
72,0.35500,skull,phantom3,Measured,351.596,347.229,90.444
72,0.35500,skull,phantom4,Measured,301.803,320.049,154.356
72,0.35500,catheter,tip1,Measured,303.285,84.560,-20.441
72,0.35500,catheter,tip2,Measured,356.249,72.265,3.574
72,0.35500,catheter,tip3,Virtual,60.969,67.370,-21.845
72,0.35500,catheter,tip4,Measured,305.272,42.810,-19.807
73,0.36000,skull,phantom1,Measured,338.603,353.340,182.614
73,0.36000,skull,phantom2,Measured,302.095,413.410,148.499
73,0.36000,skull,phantom3,Measured,351.597,347.220,90.445
73,0.36000,skull,phantom4,Measured,301.808,320.040,154.362
73,0.36000,catheter,tip1,Measured,303.289,84.562,-20.436
73,0.36000,catheter,tip2,Measured,356.252,72.255,3.585
73,0.36000,catheter,tip3,Virtual,60.971,67.417,-21.881
73,0.36000,catheter,tip4,Measured,305.268,42.818,-19.815
74,0.36500,skull,phantom1,Measured,338.594,353.357,182.605
74,0.36500,skull,phantom2,Measured,302.095,413.416,148.505
74,0.36500,skull,phantom3,Measured,351.602,347.214,90.450
74,0.36500,skull,phantom4,Measured,301.812,320.033,154.354
74,0.36500,catheter,tip1,Measured,303.292,84.557,-20.455
74,0.36500,catheter,tip2,Measured,356.255,72.252,3.583
74,0.36500,catheter,tip3,Virtual,60.979,67.433,-21.904
74,0.36500,catheter,tip4,Measured,305.282,42.813,-19.794
75,0.37000,skull,phantom1,Measured,338.591,353.327,182.608
75,0.37000,skull,phantom2,Measured,302.100,413.403,148.512
75,0.37000,skull,phantom3,Measured,351.607,347.212,90.451
75,0.37000,skull,phantom4,Measured,301.802,320.027,154.359
75,0.37000,catheter,tip1,Measured,303.303,84.561,-20.446
75,0.37000,catheter,tip2,Measured,356.252,72.260,3.586
75,0.37000,catheter,tip3,Virtual,60.979,67.416,-21.886
75,0.37000,catheter,tip4,Measured,305.276,42.786,-19.781
76,0.37500,skull,phantom1,Measured,338.589,353.328,182.605
76,0.37500,skull,phantom2,Measured,302.088,413.403,148.509
76,0.37500,skull,phantom3,Measured,351.606,347.201,90.454
76,0.37500,skull,phantom4,Measured,301.800,320.025,154.365
76,0.37500,catheter,tip1,Measured,303.292,84.550,-20.447
76,0.37500,catheter,tip2,Measured,356.251,72.257,3.581
76,0.37500,catheter,tip3,Virtual,60.973,67.443,-21.883
76,0.37500,catheter,tip4,Measured,305.270,42.829,-19.801
77,0.38000,skull,phantom1,Measured,338.591,353.319,182.612
77,0.38000,skull,phantom2,Measured,302.086,413.399,148.515
77,0.38000,skull,phantom3,Measured,351.596,347.202,90.450
77,0.38000,skull,phantom4,Measured,301.799,320.019,154.362
77,0.38000,catheter,tip1,Measured,303.293,84.562,-20.456
77,0.38000,catheter,tip2,Measured,356.251,72.265,3.578
77,0.38000,catheter,tip3,Virtual,60.974,67.414,-21.959
77,0.38000,catheter,tip4,Measured,305.265,42.826,-19.839
78,0.38500,skull,phantom1,Measured,338.594,353.326,182.609
78,0.38500,skull,phantom2,Measured,302.096,413.391,148.522
78,0.38500,skull,phantom3,Measured,351.596,347.201,90.454
78,0.38500,skull,phantom4,Measured,301.796,320.021,154.359
78,0.38500,catheter,tip1,Measured,303.312,84.546,-20.460
78,0.38500,catheter,tip2,Measured,356.256,72.263,3.579
78,0.38500,catheter,tip3,Virtual,60.989,67.400,-21.952
78,0.38500,catheter,tip4,Measured,305.287,42.809,-19.804
79,0.39000,skull,phantom1,Measured,338.584,353.321,182.627
79,0.39000,skull,phantom2,Measured,302.087,413.394,148.512
79,0.39000,skull,phantom3,Measured,351.599,347.206,90.462
79,0.39000,skull,phantom4,Measured,301.790,320.012,154.369
79,0.39000,catheter,tip1,Measured,303.296,84.541,-20.436
79,0.39000,catheter,tip2,Measured,356.261,72.253,3.582
79,0.39000,catheter,tip3,Virtual,60.984,67.331,-21.856
79,0.39000,catheter,tip4,Measured,305.293,42.807,-19.802
80,0.39500,skull,phantom1,Measured,338.573,353.319,182.627
80,0.39500,skull,phantom2,Measured,302.076,413.400,148.529
80,0.39500,skull,phantom3,Measured,351.601,347.208,90.464
80,0.39500,skull,phantom4,Measured,301.804,320.007,154.357
80,0.39500,catheter,tip1,Measured,303.301,84.545,-20.446
80,0.39500,catheter,tip2,Measured,356.257,72.250,3.572
80,0.39500,catheter,tip3,Virtual,60.932,67.665,-21.767
80,0.39500,catheter,tip4,Measured,305.143,42.738,-19.795
81,0.40000,skull,phantom1,Measured,338.589,353.311,182.628
81,0.40000,skull,phantom2,Measured,302.082,413.391,148.519
81,0.40000,skull,phantom3,Measured,351.597,347.203,90.467
81,0.40000,skull,phantom4,Measured,301.793,320.024,154.365
81,0.40000,catheter,tip1,Measured,303.309,84.551,-20.448
81,0.40000,catheter,tip2,Measured,356.255,72.253,3.571
81,0.40000,catheter,tip3,Virtual,60.980,67.444,-21.898
81,0.40000,catheter,tip4,Measured,305.270,42.816,-19.821
82,0.40500,skull,phantom1,Measured,338.580,353.321,182.629
82,0.40500,skull,phantom2,Measured,302.081,413.394,148.527
82,0.40500,skull,phantom3,Measured,351.593,347.217,90.465
82,0.40500,skull,phantom4,Measured,301.794,320.015,154.368
82,0.40500,catheter,tip1,Measured,303.310,84.546,-20.448
82,0.40500,catheter,tip2,Measured,356.260,72.262,3.585
82,0.40500,catheter,tip3,Virtual,60.988,67.384,-21.943
82,0.40500,catheter,tip4,Measured,305.283,42.816,-19.819
83,0.41000,skull,phantom1,Measured,338.585,353.321,182.629
83,0.41000,skull,phantom2,Measured,302.098,413.388,148.516
83,0.41000,skull,phantom3,Measured,351.603,347.200,90.463
83,0.41000,skull,phantom4,Measured,301.793,320.014,154.369
83,0.41000,catheter,tip1,Measured,303.299,84.543,-20.449
83,0.41000,catheter,tip2,Measured,356.260,72.259,3.582
83,0.41000,catheter,tip3,Virtual,60.987,67.336,-21.890
83,0.41000,catheter,tip4,Measured,305.297,42.802,-19.794
84,0.41500,skull,phantom1,Measured,338.587,353.331,182.620
84,0.41500,skull,phantom2,Measured,302.084,413.396,148.515
84,0.41500,skull,phantom3,Measured,351.597,347.198,90.462
84,0.41500,skull,phantom4,Measured,301.798,320.016,154.360
84,0.41500,catheter,tip1,Measured,303.304,84.559,-20.437
84,0.41500,catheter,tip2,Measured,356.262,72.261,3.577
84,0.41500,catheter,tip3,Virtual,60.983,67.396,-21.879
84,0.41500,catheter,tip4,Measured,305.280,42.827,-19.827
85,0.42000,skull,phantom1,Measured,338.590,353.326,182.617
85,0.42000,skull,phantom2,Measured,302.091,413.391,148.512
85,0.42000,skull,phantom3,Measured,351.608,347.216,90.465
85,0.42000,skull,phantom4,Measured,301.794,320.025,154.370
85,0.42000,catheter,tip1,Measured,303.310,84.557,-20.448
85,0.42000,catheter,tip2,Measured,356.262,72.258,3.580
85,0.42000,catheter,tip3,Virtual,60.984,67.450,-21.926
85,0.42000,catheter,tip4,Measured,305.271,42.823,-19.826
86,0.42500,skull,phantom1,Measured,338.595,353.343,182.621
86,0.42500,skull,phantom2,Measured,302.103,413.405,148.511
86,0.42500,skull,phantom3,Measured,351.610,347.216,90.461
86,0.42500,skull,phantom4,Measured,301.805,320.025,154.364
86,0.42500,catheter,tip1,Measured,303.313,84.566,-20.443
86,0.42500,catheter,tip2,Measured,356.270,72.259,3.580
86,0.42500,catheter,tip3,Virtual,60.990,67.438,-21.878
86,0.42500,catheter,tip4,Measured,305.282,42.807,-19.808
87,0.43000,skull,phantom1,Measured,338.611,353.343,182.612
87,0.43000,skull,phantom2,Measured,302.096,413.404,148.504
87,0.43000,skull,phantom3,Measured,351.614,347.225,90.460
87,0.43000,skull,phantom4,Measured,301.805,320.025,154.367
87,0.43000,catheter,tip1,Measured,303.295,84.565,-20.438
87,0.43000,catheter,tip2,Measured,356.274,72.257,3.576
87,0.43000,catheter,tip3,Virtual,60.980,67.445,-21.776
87,0.43000,catheter,tip4,Measured,305.276,42.810,-19.785
88,0.43500,skull,phantom1,Measured,338.596,353.350,182.606
88,0.43500,skull,phantom2,Measured,302.102,413.404,148.501
88,0.43500,skull,phantom3,Measured,351.606,347.228,90.449
88,0.43500,skull,phantom4,Measured,301.813,320.038,154.368
88,0.43500,catheter,tip1,Measured,303.301,84.544,-20.449
88,0.43500,catheter,tip2,Measured,356.259,72.260,3.573
88,0.43500,catheter,tip3,Virtual,60.984,67.358,-21.889
88,0.43500,catheter,tip4,Measured,305.289,42.817,-19.815
89,0.44000,skull,phantom1,Measured,338.609,353.350,182.618
89,0.44000,skull,phantom2,Measured,302.100,413.419,148.483
89,0.44000,skull,phantom3,Measured,351.612,347.222,90.450
89,0.44000,skull,phantom4,Measured,301.812,320.039,154.361
89,0.44000,catheter,tip1,Measured,303.323,84.527,-20.471
89,0.44000,catheter,tip2,Measured,356.260,72.252,3.584
89,0.44000,catheter,tip3,Virtual,60.939,67.773,-21.897
89,0.44000,catheter,tip4,Measured,305.124,42.736,-19.788
90,0.44500,skull,phantom1,Measured,338.612,353.349,182.605
90,0.44500,skull,phantom2,Measured,302.107,413.433,148.490
90,0.44500,skull,phantom3,Measured,351.616,347.221,90.448
90,0.44500,skull,phantom4,Measured,301.818,320.049,154.358
90,0.44500,catheter,tip1,Measured,303.304,84.556,-20.441
90,0.44500,catheter,tip2,Measured,356.263,72.266,3.572
90,0.44500,catheter,tip3,Virtual,60.981,67.405,-21.846
90,0.44500,catheter,tip4,Measured,305.277,42.823,-19.814
91,0.45000,skull,phantom1,Measured,338.603,353.366,182.608
91,0.45000,skull,phantom2,Measured,302.106,413.425,148.496
91,0.45000,skull,phantom3,Measured,351.609,347.221,90.441
91,0.45000,skull,phantom4,Measured,301.813,320.041,154.351
91,0.45000,catheter,tip1,Measured,303.308,84.546,-20.444
91,0.45000,catheter,tip2,Measured,356.264,72.262,3.575
91,0.45000,catheter,tip3,Virtual,60.983,67.403,-21.837
91,0.45000,catheter,tip4,Measured,305.277,42.799,-19.790
92,0.45500,skull,phantom1,Measured,338.616,353.353,182.595
92,0.45500,skull,phantom2,Measured,302.107,413.425,148.484
92,0.45500,skull,phantom3,Measured,351.609,347.215,90.438
92,0.45500,skull,phantom4,Measured,301.817,320.049,154.352
92,0.45500,catheter,tip1,Measured,303.311,84.558,-20.457
92,0.45500,catheter,tip2,Measured,356.263,72.257,3.584
92,0.45500,catheter,tip3,Virtual,60.981,67.503,-21.933
92,0.45500,catheter,tip4,Measured,305.259,42.805,-19.805
93,0.46000,skull,phantom1,Measured,338.618,353.362,182.597
93,0.46000,skull,phantom2,Measured,302.112,413.408,148.497
93,0.46000,skull,phantom3,Measured,351.614,347.214,90.441
93,0.46000,skull,phantom4,Measured,301.813,320.042,154.367
93,0.46000,catheter,tip1,Measured,303.306,84.562,-20.451
93,0.46000,catheter,tip2,Measured,356.268,72.247,3.575
93,0.46000,catheter,tip3,Virtual,60.977,67.525,-21.855
93,0.46000,catheter,tip4,Measured,305.255,42.801,-19.803
94,0.46500,skull,phantom1,Measured,338.614,353.359,182.609
94,0.46500,skull,phantom2,Measured,302.111,413.420,148.498
94,0.46500,skull,phantom3,Measured,351.611,347.231,90.455
94,0.46500,skull,phantom4,Measured,301.815,320.047,154.349
94,0.46500,catheter,tip1,Measured,303.293,84.571,-20.453
94,0.46500,catheter,tip2,Measured,356.264,72.263,3.580
94,0.46500,catheter,tip3,Virtual,60.982,67.402,-21.914
94,0.46500,catheter,tip4,Measured,305.282,42.816,-19.819
95,0.47000,skull,phantom1,Measured,338.603,353.371,182.607
95,0.47000,skull,phantom2,Measured,302.099,413.430,148.493
95,0.47000,skull,phantom3,Measured,351.608,347.223,90.453
95,0.47000,skull,phantom4,Measured,301.810,320.050,154.359
95,0.47000,catheter,tip1,Measured,303.308,84.547,-20.449
95,0.47000,catheter,tip2,Measured,356.260,72.271,3.584
95,0.47000,catheter,tip3,Virtual,60.927,67.756,-21.776
95,0.47000,catheter,tip4,Measured,305.113,42.744,-19.772
96,0.47500,skull,phantom1,Measured,338.602,353.357,182.610
96,0.47500,skull,phantom2,Measured,302.102,413.436,148.484
96,0.47500,skull,phantom3,Measured,351.607,347.231,90.452
96,0.47500,skull,phantom4,Measured,301.809,320.039,154.359
96,0.47500,catheter,tip1,Measured,303.308,84.556,-20.440
96,0.47500,catheter,tip2,Measured,356.258,72.262,3.579
96,0.47500,catheter,tip3,Virtual,60.981,67.427,-21.863
96,0.47500,catheter,tip4,Measured,305.273,42.809,-19.800
97,0.48000,skull,phantom1,Measured,338.596,353.365,182.606
97,0.48000,skull,phantom2,Measured,302.101,413.419,148.495
97,0.48000,skull,phantom3,Measured,351.604,347.224,90.454
97,0.48000,skull,phantom4,Measured,301.807,320.061,154.362
